EVENT_ID_1,EVENT_ID_2,INTERACTION_TYPE,INTERACTION_CAP,DESCRIPTION
EV054,EV062,ATTENUATION,3.5,School Reopening Preparation + Peak Monsoon
EV054,EV067,ATTENUATION,3.5,School Reopening Preparation + Monsoon Home Hygiene Cycle
EV054,EV074,AMPLIFICATION,4.0,School Reopening Preparation + Onam Mega Shopping Season
EV054,EV133,ATTENUATION,3.5,School Reopening Preparation + Extreme Heatwave Alert
EV054,EV134,ATTENUATION,3.5,School Reopening Preparation + Severe Rain / Flood Risk
EV054,EV165,ATTENUATION,3.5,School Reopening Preparation + Mosquito Season Demand Peak
EV054,EV166,ATTENUATION,3.5,School Reopening Preparation + Rainwear Replacement / Mid-Monsoon Restock
EV055,EV057,AMPLIFICATION,4.0,Back-to-School Shopping Peak + Father's Day
EV055,EV058,AMPLIFICATION,4.0,Back-to-School Shopping Peak + Summer End-of-Season Sale
EV055,EV059,AMPLIFICATION,4.0,Back-to-School Shopping Peak + International Yoga Day
EV055,EV060,AMPLIFICATION,4.0,Back-to-School Shopping Peak + World Environment Day
EV055,EV061,ATTENUATION,3.5,Back-to-School Shopping Peak + Monsoon Expansion — North India
EV055,EV062,ATTENUATION,3.5,Back-to-School Shopping Peak + Peak Monsoon
EV055,EV067,ATTENUATION,3.5,Back-to-School Shopping Peak + Monsoon Home Hygiene Cycle
EV055,EV074,AMPLIFICATION,4.0,Back-to-School Shopping Peak + Onam Mega Shopping Season
EV055,EV133,ATTENUATION,3.5,Back-to-School Shopping Peak + Extreme Heatwave Alert
EV055,EV134,ATTENUATION,3.5,Back-to-School Shopping Peak + Severe Rain / Flood Risk
EV055,EV165,ATTENUATION,3.5,Back-to-School Shopping Peak + Mosquito Season Demand Peak
EV055,EV166,ATTENUATION,3.5,Back-to-School Shopping Peak + Rainwear Replacement / Mid-Monsoon Restock
EV056,EV057,AMPLIFICATION,4.0,College Reopening Cycle + Father's Day
EV056,EV058,AMPLIFICATION,4.0,College Reopening Cycle + Summer End-of-Season Sale
EV056,EV059,AMPLIFICATION,4.0,College Reopening Cycle + International Yoga Day
EV056,EV060,AMPLIFICATION,4.0,College Reopening Cycle + World Environment Day
EV056,EV061,ATTENUATION,3.5,College Reopening Cycle + Monsoon Expansion — North India
EV056,EV062,ATTENUATION,3.5,College Reopening Cycle + Peak Monsoon
EV056,EV067,ATTENUATION,3.5,College Reopening Cycle + Monsoon Home Hygiene Cycle
EV056,EV068,AMPLIFICATION,4.0,College Reopening Cycle + Friendship Day
EV056,EV074,AMPLIFICATION,4.0,College Reopening Cycle + Onam Mega Shopping Season
EV056,EV076,AMPLIFICATION,4.0,College Reopening Cycle + Independence Day E-commerce Sale
EV056,EV133,ATTENUATION,3.5,College Reopening Cycle + Extreme Heatwave Alert
EV056,EV134,ATTENUATION,3.5,College Reopening Cycle + Severe Rain / Flood Risk
EV056,EV165,ATTENUATION,3.5,College Reopening Cycle + Mosquito Season Demand Peak
EV056,EV166,ATTENUATION,3.5,College Reopening Cycle + Rainwear Replacement / Mid-Monsoon Restock
EV056,EV167,AMPLIFICATION,4.0,College Reopening Cycle + Festive Inventory Build-Up
EV057,EV061,AMPLIFICATION,4.5,Father's Day + Monsoon Expansion — North India
EV057,EV062,AMPLIFICATION,4.5,Father's Day + Peak Monsoon
EV057,EV063,AMPLIFICATION,5.0,Father's Day + Ratha Yatra
EV057,EV067,AMPLIFICATION,4.5,Father's Day + Monsoon Home Hygiene Cycle
EV057,EV133,AMPLIFICATION,4.5,Father's Day + Extreme Heatwave Alert
EV057,EV134,AMPLIFICATION,4.5,Father's Day + Severe Rain / Flood Risk
EV057,EV146,AMPLIFICATION,4.0,Father's Day + School Admissions Cycle
EV057,EV147,AMPLIFICATION,4.0,Father's Day + College Admissions Cycle
EV057,EV148,AMPLIFICATION,4.0,Father's Day + Summer Vacation Peak
EV057,EV149,AMPLIFICATION,4.0,Father's Day + Back-to-Work / Post-Vacation Demand
EV057,EV158,AMPLIFICATION,5.0,Father's Day + Jagannath Snana Yatra
EV057,EV159,AMPLIFICATION,5.0,Father's Day + Bonalu
EV057,EV165,AMPLIFICATION,4.5,Father's Day + Mosquito Season Demand Peak
EV057,EV170,AMPLIFICATION,4.0,Father's Day + Wedding Retail Inventory Build-Up — Summer
EV057,EV174,AMPLIFICATION,4.0,Father's Day + Pre-College / Hostel Setup Season
EV058,EV061,AMPLIFICATION,4.5,Summer End-of-Season Sale + Monsoon Expansion — North India
EV058,EV062,AMPLIFICATION,4.5,Summer End-of-Season Sale + Peak Monsoon
EV058,EV063,AMPLIFICATION,5.0,Summer End-of-Season Sale + Ratha Yatra
EV058,EV064,AMPLIFICATION,5.0,Summer End-of-Season Sale + Guru Purnima
EV058,EV067,AMPLIFICATION,4.5,Summer End-of-Season Sale + Monsoon Home Hygiene Cycle
EV058,EV070,AMPLIFICATION,5.0,Summer End-of-Season Sale + Hariyali Teej
EV058,EV072,AMPLIFICATION,5.0,Summer End-of-Season Sale + Raksha Bandhan
EV058,EV073,AMPLIFICATION,5.0,Summer End-of-Season Sale + Onam
EV058,EV133,AMPLIFICATION,4.5,Summer End-of-Season Sale + Extreme Heatwave Alert
EV058,EV134,AMPLIFICATION,4.5,Summer End-of-Season Sale + Severe Rain / Flood Risk
EV058,EV146,AMPLIFICATION,4.0,Summer End-of-Season Sale + School Admissions Cycle
EV058,EV147,AMPLIFICATION,4.0,Summer End-of-Season Sale + College Admissions Cycle
EV058,EV148,AMPLIFICATION,4.0,Summer End-of-Season Sale + Summer Vacation Peak
EV058,EV149,AMPLIFICATION,4.0,Summer End-of-Season Sale + Back-to-Work / Post-Vacation Demand
EV058,EV158,AMPLIFICATION,5.0,Summer End-of-Season Sale + Jagannath Snana Yatra
EV058,EV159,AMPLIFICATION,5.0,Summer End-of-Season Sale + Bonalu
EV058,EV165,AMPLIFICATION,4.5,Summer End-of-Season Sale + Mosquito Season Demand Peak
EV058,EV166,AMPLIFICATION,4.5,Summer End-of-Season Sale + Rainwear Replacement / Mid-Monsoon Restock
EV058,EV168,AMPLIFICATION,4.0,Summer End-of-Season Sale + Diwali Pre-Stocking for Retailers
EV058,EV170,AMPLIFICATION,4.0,Summer End-of-Season Sale + Wedding Retail Inventory Build-Up — Summer
EV058,EV174,AMPLIFICATION,4.0,Summer End-of-Season Sale + Pre-College / Hostel Setup Season
EV059,EV061,AMPLIFICATION,4.5,International Yoga Day + Monsoon Expansion — North India
EV059,EV062,AMPLIFICATION,4.5,International Yoga Day + Peak Monsoon
EV059,EV063,AMPLIFICATION,5.0,International Yoga Day + Ratha Yatra
EV059,EV067,AMPLIFICATION,4.5,International Yoga Day + Monsoon Home Hygiene Cycle
EV059,EV133,AMPLIFICATION,4.5,International Yoga Day + Extreme Heatwave Alert
EV059,EV134,AMPLIFICATION,4.5,International Yoga Day + Severe Rain / Flood Risk
EV059,EV146,AMPLIFICATION,4.0,International Yoga Day + School Admissions Cycle
EV059,EV147,AMPLIFICATION,4.0,International Yoga Day + College Admissions Cycle
EV059,EV148,AMPLIFICATION,4.0,International Yoga Day + Summer Vacation Peak
EV059,EV149,AMPLIFICATION,4.0,International Yoga Day + Back-to-Work / Post-Vacation Demand
EV059,EV158,AMPLIFICATION,5.0,International Yoga Day + Jagannath Snana Yatra
EV059,EV159,AMPLIFICATION,5.0,International Yoga Day + Bonalu
EV059,EV165,AMPLIFICATION,4.5,International Yoga Day + Mosquito Season Demand Peak
EV059,EV170,AMPLIFICATION,4.0,International Yoga Day + Wedding Retail Inventory Build-Up — Summer
EV059,EV174,AMPLIFICATION,4.0,International Yoga Day + Pre-College / Hostel Setup Season
EV060,EV061,AMPLIFICATION,4.5,World Environment Day + Monsoon Expansion — North India
EV060,EV133,AMPLIFICATION,4.5,World Environment Day + Extreme Heatwave Alert
EV060,EV134,AMPLIFICATION,4.5,World Environment Day + Severe Rain / Flood Risk
EV060,EV145,AMPLIFICATION,4.0,World Environment Day + Academic New Year Preparation
EV060,EV146,AMPLIFICATION,4.0,World Environment Day + School Admissions Cycle
EV060,EV147,AMPLIFICATION,4.0,World Environment Day + College Admissions Cycle
EV060,EV148,AMPLIFICATION,4.0,World Environment Day + Summer Vacation Peak
EV060,EV158,AMPLIFICATION,5.0,World Environment Day + Jagannath Snana Yatra
EV060,EV165,AMPLIFICATION,4.5,World Environment Day + Mosquito Season Demand Peak
EV060,EV170,AMPLIFICATION,4.0,World Environment Day + Wedding Retail Inventory Build-Up — Summer
EV061,EV063,ATTENUATION,3.5,Monsoon Expansion — North India + Ratha Yatra
EV061,EV064,ATTENUATION,3.5,Monsoon Expansion — North India + Guru Purnima
EV061,EV068,AMPLIFICATION,4.5,Monsoon Expansion — North India + Friendship Day
EV061,EV069,ATTENUATION,3.5,Monsoon Expansion — North India + Nag Panchami
EV061,EV070,ATTENUATION,3.5,Monsoon Expansion — North India + Hariyali Teej
EV061,EV072,ATTENUATION,3.5,Monsoon Expansion — North India + Raksha Bandhan
EV061,EV073,ATTENUATION,3.5,Monsoon Expansion — North India + Onam
EV061,EV074,AMPLIFICATION,4.5,Monsoon Expansion — North India + Onam Mega Shopping Season
EV061,EV076,AMPLIFICATION,4.5,Monsoon Expansion — North India + Independence Day E-commerce Sale
EV061,EV081,ATTENUATION,3.5,Monsoon Expansion — North India + Ganesh Chaturthi
EV061,EV086,AMPLIFICATION,4.5,Monsoon Expansion — North India + Festive Home Makeover Pre-Season
EV061,EV097,AMPLIFICATION,4.5,Monsoon Expansion — North India + Festive Apparel Peak
EV061,EV098,AMPLIFICATION,4.5,Monsoon Expansion — North India + Festive Jewellery Peak
EV061,EV147,ATTENUATION,3.5,Monsoon Expansion — North India + College Admissions Cycle
EV061,EV148,ATTENUATION,3.5,Monsoon Expansion — North India + Summer Vacation Peak
EV061,EV149,ATTENUATION,3.5,Monsoon Expansion — North India + Back-to-Work / Post-Vacation Demand
EV061,EV158,ATTENUATION,3.5,Monsoon Expansion — North India + Jagannath Snana Yatra
EV061,EV159,ATTENUATION,3.5,Monsoon Expansion — North India + Bonalu
EV061,EV167,AMPLIFICATION,4.5,Monsoon Expansion — North India + Festive Inventory Build-Up
EV061,EV168,ATTENUATION,3.5,Monsoon Expansion — North India + Diwali Pre-Stocking for Retailers
EV061,EV169,ATTENUATION,3.5,Monsoon Expansion — North India + Wedding Retail Inventory Build-Up — Winter
EV061,EV170,ATTENUATION,3.5,Monsoon Expansion — North India + Wedding Retail Inventory Build-Up — Summer
EV061,EV174,ATTENUATION,3.5,Monsoon Expansion — North India + Pre-College / Hostel Setup Season
EV062,EV063,ATTENUATION,3.5,Peak Monsoon + Ratha Yatra
EV062,EV064,ATTENUATION,3.5,Peak Monsoon + Guru Purnima
EV062,EV068,AMPLIFICATION,4.5,Peak Monsoon + Friendship Day
EV062,EV069,ATTENUATION,3.5,Peak Monsoon + Nag Panchami
EV062,EV070,ATTENUATION,3.5,Peak Monsoon + Hariyali Teej
EV062,EV072,ATTENUATION,3.5,Peak Monsoon + Raksha Bandhan
EV062,EV073,ATTENUATION,3.5,Peak Monsoon + Onam
EV062,EV074,AMPLIFICATION,4.5,Peak Monsoon + Onam Mega Shopping Season
EV062,EV076,AMPLIFICATION,4.5,Peak Monsoon + Independence Day E-commerce Sale
EV062,EV080,ATTENUATION,3.5,Peak Monsoon + Dahi Handi
EV062,EV081,ATTENUATION,3.5,Peak Monsoon + Ganesh Chaturthi
EV062,EV086,AMPLIFICATION,4.5,Peak Monsoon + Festive Home Makeover Pre-Season
EV062,EV087,AMPLIFICATION,4.5,Peak Monsoon + Festive Preview Sales
EV062,EV097,AMPLIFICATION,4.5,Peak Monsoon + Festive Apparel Peak
EV062,EV098,AMPLIFICATION,4.5,Peak Monsoon + Festive Jewellery Peak
EV062,EV110,AMPLIFICATION,4.5,Peak Monsoon + Diwali Corporate Gifting
EV062,EV147,ATTENUATION,3.5,Peak Monsoon + College Admissions Cycle
EV062,EV148,ATTENUATION,3.5,Peak Monsoon + Summer Vacation Peak
EV062,EV149,ATTENUATION,3.5,Peak Monsoon + Back-to-Work / Post-Vacation Demand
EV062,EV150,ATTENUATION,3.5,Peak Monsoon + Corporate Festive Procurement
EV062,EV158,ATTENUATION,3.5,Peak Monsoon + Jagannath Snana Yatra
EV062,EV159,ATTENUATION,3.5,Peak Monsoon + Bonalu
EV062,EV160,ATTENUATION,3.5,Peak Monsoon + Bathukamma Pre-Season
EV062,EV167,AMPLIFICATION,4.5,Peak Monsoon + Festive Inventory Build-Up
EV062,EV168,ATTENUATION,3.5,Peak Monsoon + Diwali Pre-Stocking for Retailers
EV062,EV169,ATTENUATION,3.5,Peak Monsoon + Wedding Retail Inventory Build-Up — Winter
EV062,EV170,ATTENUATION,3.5,Peak Monsoon + Wedding Retail Inventory Build-Up — Summer
EV062,EV174,ATTENUATION,3.5,Peak Monsoon + Pre-College / Hostel Setup Season
EV063,EV064,SATURATION,4.0,Ratha Yatra + Guru Purnima
EV063,EV067,ATTENUATION,3.5,Ratha Yatra + Monsoon Home Hygiene Cycle
EV063,EV068,AMPLIFICATION,5.0,Ratha Yatra + Friendship Day
EV063,EV070,SATURATION,4.0,Ratha Yatra + Hariyali Teej
EV063,EV072,SATURATION,4.0,Ratha Yatra + Raksha Bandhan
EV063,EV073,SATURATION,4.0,Ratha Yatra + Onam
EV063,EV074,AMPLIFICATION,5.0,Ratha Yatra + Onam Mega Shopping Season
EV063,EV076,AMPLIFICATION,5.0,Ratha Yatra + Independence Day E-commerce Sale
EV063,EV133,ATTENUATION,3.5,Ratha Yatra + Extreme Heatwave Alert
EV063,EV134,ATTENUATION,3.5,Ratha Yatra + Severe Rain / Flood Risk
EV063,EV158,SATURATION,4.0,Ratha Yatra + Jagannath Snana Yatra
EV063,EV159,SATURATION,4.0,Ratha Yatra + Bonalu
EV063,EV165,ATTENUATION,3.5,Ratha Yatra + Mosquito Season Demand Peak
EV063,EV166,ATTENUATION,3.5,Ratha Yatra + Rainwear Replacement / Mid-Monsoon Restock
EV063,EV167,AMPLIFICATION,5.0,Ratha Yatra + Festive Inventory Build-Up
EV064,EV067,ATTENUATION,3.5,Guru Purnima + Monsoon Home Hygiene Cycle
EV064,EV068,AMPLIFICATION,5.0,Guru Purnima + Friendship Day
EV064,EV069,SATURATION,4.0,Guru Purnima + Nag Panchami
EV064,EV070,SATURATION,4.0,Guru Purnima + Hariyali Teej
EV064,EV072,SATURATION,4.0,Guru Purnima + Raksha Bandhan
EV064,EV073,SATURATION,4.0,Guru Purnima + Onam
EV064,EV074,AMPLIFICATION,5.0,Guru Purnima + Onam Mega Shopping Season
EV064,EV076,AMPLIFICATION,5.0,Guru Purnima + Independence Day E-commerce Sale
EV064,EV081,SATURATION,4.0,Guru Purnima + Ganesh Chaturthi
EV064,EV134,ATTENUATION,3.5,Guru Purnima + Severe Rain / Flood Risk
EV064,EV159,SATURATION,4.0,Guru Purnima + Bonalu
EV064,EV165,ATTENUATION,3.5,Guru Purnima + Mosquito Season Demand Peak
EV064,EV166,ATTENUATION,3.5,Guru Purnima + Rainwear Replacement / Mid-Monsoon Restock
EV064,EV167,AMPLIFICATION,5.0,Guru Purnima + Festive Inventory Build-Up
EV067,EV068,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Friendship Day
EV067,EV069,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Nag Panchami
EV067,EV070,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Hariyali Teej
EV067,EV072,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Raksha Bandhan
EV067,EV073,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Onam
EV067,EV074,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Onam Mega Shopping Season
EV067,EV076,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Independence Day E-commerce Sale
EV067,EV080,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Dahi Handi
EV067,EV081,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Ganesh Chaturthi
EV067,EV083,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Hartalika Teej
EV067,EV086,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Festive Home Makeover Pre-Season
EV067,EV087,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Festive Preview Sales
EV067,EV088,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Big Billion Days / Major Festive Sale Window
EV067,EV089,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Great Indian Festival / Major Festive Sale Window
EV067,EV091,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Durga Puja
EV067,EV092,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Garba / Dandiya Season
EV067,EV097,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Festive Apparel Peak
EV067,EV098,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Festive Jewellery Peak
EV067,EV099,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Festive Electronics Pre-Diwali
EV067,EV101,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Diwali Gifting Pre-Season
EV067,EV110,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Diwali Corporate Gifting
EV067,EV147,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + College Admissions Cycle
EV067,EV148,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Summer Vacation Peak
EV067,EV149,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Back-to-Work / Post-Vacation Demand
EV067,EV150,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Corporate Festive Procurement
EV067,EV158,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Jagannath Snana Yatra
EV067,EV159,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Bonalu
EV067,EV160,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Bathukamma Pre-Season
EV067,EV167,AMPLIFICATION,4.5,Monsoon Home Hygiene Cycle + Festive Inventory Build-Up
EV067,EV168,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Diwali Pre-Stocking for Retailers
EV067,EV169,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Wedding Retail Inventory Build-Up — Winter
EV067,EV170,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Wedding Retail Inventory Build-Up — Summer
EV067,EV174,ATTENUATION,3.5,Monsoon Home Hygiene Cycle + Pre-College / Hostel Setup Season
EV068,EV069,AMPLIFICATION,5.0,Friendship Day + Nag Panchami
EV068,EV070,AMPLIFICATION,5.0,Friendship Day + Hariyali Teej
EV068,EV072,AMPLIFICATION,5.0,Friendship Day + Raksha Bandhan
EV068,EV073,AMPLIFICATION,5.0,Friendship Day + Onam
EV068,EV081,AMPLIFICATION,5.0,Friendship Day + Ganesh Chaturthi
EV068,EV134,AMPLIFICATION,4.5,Friendship Day + Severe Rain / Flood Risk
EV068,EV147,AMPLIFICATION,4.0,Friendship Day + College Admissions Cycle
EV068,EV149,AMPLIFICATION,4.0,Friendship Day + Back-to-Work / Post-Vacation Demand
EV068,EV159,AMPLIFICATION,5.0,Friendship Day + Bonalu
EV068,EV165,AMPLIFICATION,4.5,Friendship Day + Mosquito Season Demand Peak
EV068,EV166,AMPLIFICATION,4.5,Friendship Day + Rainwear Replacement / Mid-Monsoon Restock
EV068,EV168,AMPLIFICATION,4.0,Friendship Day + Diwali Pre-Stocking for Retailers
EV068,EV169,AMPLIFICATION,4.0,Friendship Day + Wedding Retail Inventory Build-Up — Winter
EV068,EV174,AMPLIFICATION,4.0,Friendship Day + Pre-College / Hostel Setup Season
EV069,EV070,SATURATION,4.0,Nag Panchami + Hariyali Teej
EV069,EV072,SATURATION,4.0,Nag Panchami + Raksha Bandhan
EV069,EV073,SATURATION,4.0,Nag Panchami + Onam
EV069,EV074,AMPLIFICATION,5.0,Nag Panchami + Onam Mega Shopping Season
EV069,EV076,AMPLIFICATION,5.0,Nag Panchami + Independence Day E-commerce Sale
EV069,EV080,SATURATION,4.0,Nag Panchami + Dahi Handi
EV069,EV081,SATURATION,4.0,Nag Panchami + Ganesh Chaturthi
EV069,EV086,AMPLIFICATION,5.0,Nag Panchami + Festive Home Makeover Pre-Season
EV069,EV087,AMPLIFICATION,5.0,Nag Panchami + Festive Preview Sales
EV069,EV097,AMPLIFICATION,5.0,Nag Panchami + Festive Apparel Peak
EV069,EV098,AMPLIFICATION,5.0,Nag Panchami + Festive Jewellery Peak
EV069,EV134,ATTENUATION,3.5,Nag Panchami + Severe Rain / Flood Risk
EV069,EV159,SATURATION,4.0,Nag Panchami + Bonalu
EV069,EV165,ATTENUATION,3.5,Nag Panchami + Mosquito Season Demand Peak
EV069,EV166,ATTENUATION,3.5,Nag Panchami + Rainwear Replacement / Mid-Monsoon Restock
EV069,EV167,AMPLIFICATION,5.0,Nag Panchami + Festive Inventory Build-Up
EV070,EV072,SATURATION,4.0,Hariyali Teej + Raksha Bandhan
EV070,EV073,SATURATION,4.0,Hariyali Teej + Onam
EV070,EV074,AMPLIFICATION,5.0,Hariyali Teej + Onam Mega Shopping Season
EV070,EV076,AMPLIFICATION,5.0,Hariyali Teej + Independence Day E-commerce Sale
EV070,EV080,SATURATION,4.0,Hariyali Teej + Dahi Handi
EV070,EV081,SATURATION,4.0,Hariyali Teej + Ganesh Chaturthi
EV070,EV086,AMPLIFICATION,5.0,Hariyali Teej + Festive Home Makeover Pre-Season
EV070,EV087,AMPLIFICATION,5.0,Hariyali Teej + Festive Preview Sales
EV070,EV097,AMPLIFICATION,5.0,Hariyali Teej + Festive Apparel Peak
EV070,EV098,AMPLIFICATION,5.0,Hariyali Teej + Festive Jewellery Peak
EV070,EV134,ATTENUATION,3.5,Hariyali Teej + Severe Rain / Flood Risk
EV070,EV159,SATURATION,4.0,Hariyali Teej + Bonalu
EV070,EV165,ATTENUATION,3.5,Hariyali Teej + Mosquito Season Demand Peak
EV070,EV166,ATTENUATION,3.5,Hariyali Teej + Rainwear Replacement / Mid-Monsoon Restock
EV070,EV167,AMPLIFICATION,5.0,Hariyali Teej + Festive Inventory Build-Up
EV072,EV073,SATURATION,4.0,Raksha Bandhan + Onam
EV072,EV074,AMPLIFICATION,5.0,Raksha Bandhan + Onam Mega Shopping Season
EV072,EV076,AMPLIFICATION,5.0,Raksha Bandhan + Independence Day E-commerce Sale
EV072,EV080,SATURATION,4.0,Raksha Bandhan + Dahi Handi
EV072,EV081,SATURATION,4.0,Raksha Bandhan + Ganesh Chaturthi
EV072,EV083,SATURATION,4.0,Raksha Bandhan + Hartalika Teej
EV072,EV086,AMPLIFICATION,5.0,Raksha Bandhan + Festive Home Makeover Pre-Season
EV072,EV087,AMPLIFICATION,5.0,Raksha Bandhan + Festive Preview Sales
EV072,EV088,AMPLIFICATION,5.0,Raksha Bandhan + Big Billion Days / Major Festive Sale Window
EV072,EV089,AMPLIFICATION,5.0,Raksha Bandhan + Great Indian Festival / Major Festive Sale Window
EV072,EV091,SATURATION,4.0,Raksha Bandhan + Durga Puja
EV072,EV092,SATURATION,4.0,Raksha Bandhan + Garba / Dandiya Season
EV072,EV097,AMPLIFICATION,5.0,Raksha Bandhan + Festive Apparel Peak
EV072,EV098,AMPLIFICATION,5.0,Raksha Bandhan + Festive Jewellery Peak
EV072,EV099,AMPLIFICATION,5.0,Raksha Bandhan + Festive Electronics Pre-Diwali
EV072,EV101,SATURATION,4.0,Raksha Bandhan + Diwali Gifting Pre-Season
EV072,EV110,AMPLIFICATION,5.0,Raksha Bandhan + Diwali Corporate Gifting
EV072,EV134,ATTENUATION,3.5,Raksha Bandhan + Severe Rain / Flood Risk
EV072,EV135,ATTENUATION,3.5,Raksha Bandhan + Monsoon Withdrawal / Post-Monsoon
EV072,EV159,SATURATION,4.0,Raksha Bandhan + Bonalu
EV072,EV160,SATURATION,4.0,Raksha Bandhan + Bathukamma Pre-Season
EV072,EV165,ATTENUATION,3.5,Raksha Bandhan + Mosquito Season Demand Peak
EV072,EV166,ATTENUATION,3.5,Raksha Bandhan + Rainwear Replacement / Mid-Monsoon Restock
EV072,EV167,AMPLIFICATION,5.0,Raksha Bandhan + Festive Inventory Build-Up
EV073,EV074,AMPLIFICATION,5.0,Onam + Onam Mega Shopping Season
EV073,EV076,AMPLIFICATION,5.0,Onam + Independence Day E-commerce Sale
EV073,EV080,SATURATION,4.0,Onam + Dahi Handi
EV073,EV081,SATURATION,4.0,Onam + Ganesh Chaturthi
EV073,EV082,SATURATION,4.0,Onam + Ganesh Visarjan
EV073,EV083,SATURATION,4.0,Onam + Hartalika Teej
EV073,EV086,AMPLIFICATION,5.0,Onam + Festive Home Makeover Pre-Season
EV073,EV087,AMPLIFICATION,5.0,Onam + Festive Preview Sales
EV073,EV088,AMPLIFICATION,5.0,Onam + Big Billion Days / Major Festive Sale Window
EV073,EV089,AMPLIFICATION,5.0,Onam + Great Indian Festival / Major Festive Sale Window
EV073,EV091,SATURATION,4.0,Onam + Durga Puja
EV073,EV092,SATURATION,4.0,Onam + Garba / Dandiya Season
EV073,EV095,SATURATION,4.0,Onam + Mysuru Dasara
EV073,EV096,SATURATION,4.0,Onam + Dussehra / Vijayadashami
EV073,EV097,AMPLIFICATION,5.0,Onam + Festive Apparel Peak
EV073,EV098,AMPLIFICATION,5.0,Onam + Festive Jewellery Peak
EV073,EV099,AMPLIFICATION,5.0,Onam + Festive Electronics Pre-Diwali
EV073,EV100,SATURATION,4.0,Onam + Diwali Home-Cleaning Cycle
EV073,EV101,SATURATION,4.0,Onam + Diwali Gifting Pre-Season
EV073,EV102,SATURATION,4.0,Onam + Diwali Lighting Pre-Season
EV073,EV106,SATURATION,4.0,Onam + Diwali / Lakshmi Puja
EV073,EV109,AMPLIFICATION,5.0,Onam + Diwali Gifting Peak
EV073,EV110,AMPLIFICATION,5.0,Onam + Diwali Corporate Gifting
EV073,EV134,ATTENUATION,3.5,Onam + Severe Rain / Flood Risk
EV073,EV135,ATTENUATION,3.5,Onam + Monsoon Withdrawal / Post-Monsoon
EV073,EV136,ATTENUATION,3.5,Onam + Post-Monsoon Pest/Humidity Cycle
EV073,EV159,SATURATION,4.0,Onam + Bonalu
EV073,EV160,SATURATION,4.0,Onam + Bathukamma Pre-Season
EV073,EV165,ATTENUATION,3.5,Onam + Mosquito Season Demand Peak
EV073,EV166,ATTENUATION,3.5,Onam + Rainwear Replacement / Mid-Monsoon Restock
EV073,EV167,AMPLIFICATION,5.0,Onam + Festive Inventory Build-Up
EV074,EV080,AMPLIFICATION,5.0,Onam Mega Shopping Season + Dahi Handi
EV074,EV081,AMPLIFICATION,5.0,Onam Mega Shopping Season + Ganesh Chaturthi
EV074,EV082,AMPLIFICATION,5.0,Onam Mega Shopping Season + Ganesh Visarjan
EV074,EV083,AMPLIFICATION,5.0,Onam Mega Shopping Season + Hartalika Teej
EV074,EV091,AMPLIFICATION,5.0,Onam Mega Shopping Season + Durga Puja
EV074,EV092,AMPLIFICATION,5.0,Onam Mega Shopping Season + Garba / Dandiya Season
EV074,EV095,AMPLIFICATION,5.0,Onam Mega Shopping Season + Mysuru Dasara
EV074,EV096,AMPLIFICATION,5.0,Onam Mega Shopping Season + Dussehra / Vijayadashami
EV074,EV100,AMPLIFICATION,5.0,Onam Mega Shopping Season + Diwali Home-Cleaning Cycle
EV074,EV101,AMPLIFICATION,5.0,Onam Mega Shopping Season + Diwali Gifting Pre-Season
EV074,EV102,AMPLIFICATION,5.0,Onam Mega Shopping Season + Diwali Lighting Pre-Season
EV074,EV106,AMPLIFICATION,5.0,Onam Mega Shopping Season + Diwali / Lakshmi Puja
EV074,EV115,AMPLIFICATION,4.0,Onam Mega Shopping Season + Wedding Season — Winter Restart
