SUPPLIER_ID,SKU_ID,SUPPLIER_SKU,PURCHASE_COST,MOQ_UNITS,LEAD_TIME_DAYS,ORDER_MULTIPLE,PRIMARY_FLAG,ACTIVE_FLAG
sup-110,FUR-GEN-00854,VND-sup-110-FUR-GEN-,38.15,25,61,10,0,1
sup-188,FUR-GEN-00855,VND-sup-188-FUR-GEN-,17.84,200,39,10,1,1
sup-122,FUR-GEN-00855,VND-sup-122-FUR-GEN-,20.16,25,64,10,0,1
sup-094,FUR-GEN-00856,VND-sup-094-FUR-GEN-,16.44,100,39,10,1,1
sup-130,FUR-GEN-00856,VND-sup-130-FUR-GEN-,17.59,50,73,10,0,1
sup-090,FUR-GEN-00857,VND-sup-090-FUR-GEN-,41.7,50,39,10,1,1
sup-172,FUR-GEN-00857,VND-sup-172-FUR-GEN-,48.79,100,75,10,0,1
sup-100,FUR-GEN-00858,VND-sup-100-FUR-GEN-,46.69,200,39,10,1,1
sup-013,FUR-GEN-00858,VND-sup-013-FUR-GEN-,56.03,100,70,10,0,1
sup-173,FUR-GEN-00859,VND-sup-173-FUR-GEN-,10.87,25,39,10,1,1
sup-088,FUR-GEN-00859,VND-sup-088-FUR-GEN-,12.28,200,68,10,0,1
sup-089,FUR-GEN-00860,VND-sup-089-FUR-GEN-,49.56,200,39,10,1,1
sup-071,FUR-GEN-00860,VND-sup-071-FUR-GEN-,57.49,25,77,10,0,1
sup-094,FUR-GEN-00861,VND-sup-094-FUR-GEN-,10.81,200,39,10,1,1
sup-017,FUR-GEN-00861,VND-sup-017-FUR-GEN-,12.86,100,52,10,0,1
sup-066,FUR-GEN-00862,VND-sup-066-FUR-GEN-,21.59,100,39,10,1,1
sup-071,FUR-GEN-00862,VND-sup-071-FUR-GEN-,23.1,50,72,10,0,1
sup-054,FUR-GEN-00863,VND-sup-054-FUR-GEN-,46.55,25,39,10,1,1
sup-185,FUR-GEN-00863,VND-sup-185-FUR-GEN-,53.53,200,54,10,0,1
sup-099,FUR-GEN-00864,VND-sup-099-FUR-GEN-,33.93,200,39,10,1,1
sup-088,FUR-GEN-00864,VND-sup-088-FUR-GEN-,40.04,200,71,10,0,1
sup-090,GAM-PUZ-00001,VND-sup-090-GAM-PUZ-,35.95,100,23,10,1,1
sup-057,GAM-PUZ-00001,VND-sup-057-GAM-PUZ-,42.06,25,40,10,0,1
sup-164,GAM-PUZ-00002,VND-sup-164-GAM-PUZ-,10.39,100,23,10,1,1
sup-063,GAM-PUZ-00002,VND-sup-063-GAM-PUZ-,11.53,200,32,10,0,1
sup-094,GAM-PUZ-00003,VND-sup-094-GAM-PUZ-,20.35,100,23,10,1,1
sup-162,GAM-PUZ-00003,VND-sup-162-GAM-PUZ-,22.18,200,31,10,0,1
sup-066,GAM-PUZ-00004,VND-sup-066-GAM-PUZ-,22.72,200,23,10,1,1
sup-100,GAM-PUZ-00004,VND-sup-100-GAM-PUZ-,25.22,100,31,10,0,1
sup-066,GAM-PUZ-00005,VND-sup-066-GAM-PUZ-,26.73,200,23,10,1,1
sup-037,GAM-PUZ-00005,VND-sup-037-GAM-PUZ-,29.94,100,28,10,0,1
sup-113,GAM-PUZ-00006,VND-sup-113-GAM-PUZ-,34.32,50,23,10,1,1
sup-035,GAM-PUZ-00006,VND-sup-035-GAM-PUZ-,38.44,100,27,10,0,1
sup-100,GAM-PUZ-00007,VND-sup-100-GAM-PUZ-,29.57,50,23,10,1,1
sup-057,GAM-PUZ-00007,VND-sup-057-GAM-PUZ-,33.41,50,40,10,0,1
sup-173,GAM-PUZ-00008,VND-sup-173-GAM-PUZ-,13.57,100,23,10,1,1
sup-153,GAM-PUZ-00008,VND-sup-153-GAM-PUZ-,16.42,25,35,10,0,1
sup-054,GAM-PUZ-00009,VND-sup-054-GAM-PUZ-,28.95,25,23,10,1,1
sup-071,GAM-PUZ-00009,VND-sup-071-GAM-PUZ-,31.85,100,38,10,0,1
sup-054,GAM-PUZ-00010,VND-sup-054-GAM-PUZ-,12.72,100,23,10,1,1
sup-173,GAM-PUZ-00010,VND-sup-173-GAM-PUZ-,15.65,200,41,10,0,1
sup-164,GAM-PUZ-00011,VND-sup-164-GAM-PUZ-,18.97,200,23,10,1,1
sup-119,GAM-PUZ-00011,VND-sup-119-GAM-PUZ-,20.68,100,36,10,0,1
sup-122,GAM-PUZ-00012,VND-sup-122-GAM-PUZ-,42.06,25,23,10,1,1
sup-106,GAM-PUZ-00012,VND-sup-106-GAM-PUZ-,52.15,200,33,10,0,1
sup-110,GAM-PUZ-00013,VND-sup-110-GAM-PUZ-,13.43,200,23,10,1,1
sup-017,GAM-PUZ-00013,VND-sup-017-GAM-PUZ-,15.85,25,44,10,0,1
sup-017,GAM-PUZ-00014,VND-sup-017-GAM-PUZ-,10.01,100,23,10,1,1
sup-162,GAM-PUZ-00014,VND-sup-162-GAM-PUZ-,10.91,25,33,10,0,1
sup-143,GAM-PUZ-00015,VND-sup-143-GAM-PUZ-,39.23,50,23,10,1,1
sup-090,GAM-PUZ-00015,VND-sup-090-GAM-PUZ-,44.33,200,45,10,0,1
sup-185,GAM-PUZ-00016,VND-sup-185-GAM-PUZ-,32.87,200,23,10,1,1
sup-063,GAM-PUZ-00016,VND-sup-063-GAM-PUZ-,36.81,200,35,10,0,1
sup-025,GAM-PUZ-00017,VND-sup-025-GAM-PUZ-,32.87,25,23,10,1,1
sup-017,GAM-PUZ-00017,VND-sup-017-GAM-PUZ-,37.47,25,43,10,0,1
sup-071,GAM-PUZ-00018,VND-sup-071-GAM-PUZ-,12.59,100,23,10,1,1
sup-173,GAM-PUZ-00018,VND-sup-173-GAM-PUZ-,14.48,200,43,10,0,1
sup-135,GAM-PUZ-00019,VND-sup-135-GAM-PUZ-,45.78,50,23,10,1,1
sup-119,GAM-PUZ-00019,VND-sup-119-GAM-PUZ-,49.44,100,31,10,0,1
sup-017,GAM-PUZ-00020,VND-sup-017-GAM-PUZ-,39.98,25,23,10,1,1
sup-130,GAM-PUZ-00020,VND-sup-130-GAM-PUZ-,47.98,50,36,10,0,1
sup-188,GAM-PUZ-00021,VND-sup-188-GAM-PUZ-,33.91,100,23,10,1,1
sup-037,GAM-PUZ-00021,VND-sup-037-GAM-PUZ-,37.3,25,35,10,0,1
sup-027,GAM-PUZ-00022,VND-sup-027-GAM-PUZ-,39.22,50,23,10,1,1
sup-100,GAM-PUZ-00022,VND-sup-100-GAM-PUZ-,47.46,100,35,10,0,1
sup-135,GAM-PUZ-00023,VND-sup-135-GAM-PUZ-,38.49,50,23,10,1,1
sup-164,GAM-PUZ-00023,VND-sup-164-GAM-PUZ-,46.96,25,30,10,0,1
sup-054,GAM-PUZ-00024,VND-sup-054-GAM-PUZ-,48.62,100,23,10,1,1
sup-089,GAM-PUZ-00024,VND-sup-089-GAM-PUZ-,52.51,25,30,10,0,1
sup-188,GAM-PUZ-00025,VND-sup-188-GAM-PUZ-,19.77,200,23,10,1,1
sup-113,GAM-PUZ-00025,VND-sup-113-GAM-PUZ-,23.13,200,44,10,0,1
sup-024,GAM-PUZ-00026,VND-sup-024-GAM-PUZ-,17.33,50,23,10,1,1
sup-122,GAM-PUZ-00026,VND-sup-122-GAM-PUZ-,20.62,200,39,10,0,1
sup-164,GAM-PUZ-00027,VND-sup-164-GAM-PUZ-,28.65,25,23,10,1,1
sup-066,GAM-PUZ-00027,VND-sup-066-GAM-PUZ-,34.95,50,29,10,0,1
sup-164,GAM-PUZ-00028,VND-sup-164-GAM-PUZ-,21.45,100,23,10,1,1
sup-024,GAM-PUZ-00028,VND-sup-024-GAM-PUZ-,23.38,25,41,10,0,1
sup-035,GAM-PUZ-00029,VND-sup-035-GAM-PUZ-,17.78,100,23,10,1,1
sup-088,GAM-PUZ-00029,VND-sup-088-GAM-PUZ-,20.8,100,39,10,0,1
sup-110,GAM-PUZ-00030,VND-sup-110-GAM-PUZ-,28.29,100,23,10,1,1
sup-048,GAM-PUZ-00030,VND-sup-048-GAM-PUZ-,33.1,100,35,10,0,1
sup-099,GAM-PUZ-00031,VND-sup-099-GAM-PUZ-,33.17,25,23,10,1,1
sup-057,GAM-PUZ-00031,VND-sup-057-GAM-PUZ-,35.49,200,40,10,0,1
sup-066,GAM-PUZ-00032,VND-sup-066-GAM-PUZ-,24.15,25,23,10,1,1
sup-017,GAM-PUZ-00032,VND-sup-017-GAM-PUZ-,28.5,200,34,10,0,1
sup-037,GAM-PUZ-00033,VND-sup-037-GAM-PUZ-,42.94,100,23,10,1,1
sup-142,GAM-PUZ-00033,VND-sup-142-GAM-PUZ-,46.8,200,38,10,0,1
sup-017,GAM-PUZ-00034,VND-sup-017-GAM-PUZ-,44.15,100,23,10,1,1
sup-054,GAM-PUZ-00034,VND-sup-054-GAM-PUZ-,51.21,50,45,10,0,1
sup-172,GAM-PUZ-00035,VND-sup-172-GAM-PUZ-,35.38,100,23,10,1,1
sup-185,GAM-PUZ-00035,VND-sup-185-GAM-PUZ-,42.81,200,30,10,0,1
sup-142,GAM-PUZ-00036,VND-sup-142-GAM-PUZ-,20.54,50,23,10,1,1
sup-130,GAM-PUZ-00036,VND-sup-130-GAM-PUZ-,23.0,50,28,10,0,1
sup-039,GAM-PUZ-00037,VND-sup-039-GAM-PUZ-,10.47,100,23,10,1,1
sup-119,GAM-PUZ-00037,VND-sup-119-GAM-PUZ-,12.15,25,36,10,0,1
sup-127,GAM-PUZ-00038,VND-sup-127-GAM-PUZ-,22.78,200,23,10,1,1
sup-142,GAM-PUZ-00038,VND-sup-142-GAM-PUZ-,25.51,50,31,10,0,1
sup-094,GAM-PUZ-00039,VND-sup-094-GAM-PUZ-,43.1,25,23,10,1,1
sup-164,GAM-PUZ-00039,VND-sup-164-GAM-PUZ-,51.72,100,38,10,0,1
sup-066,GAM-PUZ-00040,VND-sup-066-GAM-PUZ-,33.81,100,23,10,1,1
sup-110,GAM-PUZ-00040,VND-sup-110-GAM-PUZ-,42.26,100,29,10,0,1
sup-142,GAM-PUZ-00041,VND-sup-142-GAM-PUZ-,32.78,100,23,10,1,1
sup-188,GAM-PUZ-00041,VND-sup-188-GAM-PUZ-,35.07,200,34,10,0,1
sup-188,GAM-PUZ-00042,VND-sup-188-GAM-PUZ-,17.59,50,23,10,1,1
sup-110,GAM-PUZ-00042,VND-sup-110-GAM-PUZ-,20.93,200,45,10,0,1
sup-099,GAM-PUZ-00043,VND-sup-099-GAM-PUZ-,45.6,50,23,10,1,1
sup-164,GAM-PUZ-00043,VND-sup-164-GAM-PUZ-,56.54,25,35,10,0,1
sup-054,GAM-PUZ-00044,VND-sup-054-GAM-PUZ-,32.67,25,23,10,1,1
sup-048,GAM-PUZ-00044,VND-sup-048-GAM-PUZ-,34.63,50,30,10,0,1
sup-127,GAM-PUZ-00045,VND-sup-127-GAM-PUZ-,41.03,100,23,10,1,1
sup-099,GAM-PUZ-00045,VND-sup-099-GAM-PUZ-,49.24,25,39,10,0,1
sup-017,GAM-PUZ-00046,VND-sup-017-GAM-PUZ-,13.07,200,23,10,1,1
sup-143,GAM-PUZ-00046,VND-sup-143-GAM-PUZ-,14.12,50,44,10,0,1
sup-089,GAM-PUZ-00047,VND-sup-089-GAM-PUZ-,10.66,25,23,10,1,1
sup-057,GAM-PUZ-00047,VND-sup-057-GAM-PUZ-,11.62,50,28,10,0,1
sup-188,GAM-PUZ-00048,VND-sup-188-GAM-PUZ-,40.81,100,23,10,1,1
sup-064,GAM-PUZ-00048,VND-sup-064-GAM-PUZ-,50.6,50,40,10,0,1
sup-113,GAM-PUZ-00049,VND-sup-113-GAM-PUZ-,14.59,25,23,10,1,1
sup-106,GAM-PUZ-00049,VND-sup-106-GAM-PUZ-,16.63,50,30,10,0,1
sup-119,GAM-PUZ-00050,VND-sup-119-GAM-PUZ-,22.81,25,23,10,1,1
sup-127,GAM-PUZ-00050,VND-sup-127-GAM-PUZ-,25.09,25,35,10,0,1
sup-185,GAM-PUZ-00051,VND-sup-185-GAM-PUZ-,22.35,25,23,10,1,1
sup-024,GAM-PUZ-00051,VND-sup-024-GAM-PUZ-,26.6,200,40,10,0,1
sup-100,GAM-PUZ-00052,VND-sup-100-GAM-PUZ-,41.54,100,23,10,1,1
sup-143,GAM-PUZ-00052,VND-sup-143-GAM-PUZ-,49.02,100,45,10,0,1
sup-035,GAM-PUZ-00053,VND-sup-035-GAM-PUZ-,18.24,50,23,10,1,1
sup-106,GAM-PUZ-00053,VND-sup-106-GAM-PUZ-,22.44,50,33,10,0,1
sup-153,GAM-PUZ-00054,VND-sup-153-GAM-PUZ-,21.36,25,23,10,1,1
sup-071,GAM-PUZ-00054,VND-sup-071-GAM-PUZ-,23.28,100,30,10,0,1
sup-119,GAM-PUZ-00055,VND-sup-119-GAM-PUZ-,16.45,50,23,10,1,1
sup-054,GAM-PUZ-00055,VND-sup-054-GAM-PUZ-,17.93,50,28,10,0,1
sup-057,GAM-PUZ-00056,VND-sup-057-GAM-PUZ-,21.02,100,23,10,1,1
sup-025,GAM-PUZ-00056,VND-sup-025-GAM-PUZ-,23.33,25,33,10,0,1
sup-089,GAM-PUZ-00057,VND-sup-089-GAM-PUZ-,39.65,50,23,10,1,1
sup-142,GAM-PUZ-00057,VND-sup-142-GAM-PUZ-,47.58,25,30,10,0,1
sup-164,GAM-PUZ-00058,VND-sup-164-GAM-PUZ-,21.86,100,23,10,1,1
sup-119,GAM-PUZ-00058,VND-sup-119-GAM-PUZ-,23.83,100,35,10,0,1
sup-071,GAM-PUZ-00059,VND-sup-071-GAM-PUZ-,12.44,50,23,10,1,1
sup-090,GAM-PUZ-00059,VND-sup-090-GAM-PUZ-,13.19,50,31,10,0,1
sup-172,GAM-PUZ-00060,VND-sup-172-GAM-PUZ-,38.3,100,23,10,1,1
sup-089,GAM-PUZ-00060,VND-sup-089-GAM-PUZ-,46.34,25,38,10,0,1
sup-162,GAM-PUZ-00061,VND-sup-162-GAM-PUZ-,13.45,25,23,10,1,1
sup-024,GAM-PUZ-00061,VND-sup-024-GAM-PUZ-,15.87,200,36,10,0,1
sup-017,GAM-PUZ-00062,VND-sup-017-GAM-PUZ-,19.75,100,23,10,1,1
sup-127,GAM-PUZ-00062,VND-sup-127-GAM-PUZ-,20.94,50,44,10,0,1
sup-013,GAM-PUZ-00063,VND-sup-013-GAM-PUZ-,34.83,100,23,10,1,1
sup-110,GAM-PUZ-00063,VND-sup-110-GAM-PUZ-,39.36,50,40,10,0,1
sup-089,GAM-PUZ-00064,VND-sup-089-GAM-PUZ-,20.61,25,23,10,1,1
sup-039,GAM-PUZ-00064,VND-sup-039-GAM-PUZ-,21.85,50,44,10,0,1
sup-119,GAM-PUZ-00065,VND-sup-119-GAM-PUZ-,30.57,200,23,10,1,1
sup-143,GAM-PUZ-00065,VND-sup-143-GAM-PUZ-,33.02,25,32,10,0,1
sup-017,GAM-PUZ-00066,VND-sup-017-GAM-PUZ-,49.09,200,23,10,1,1
sup-088,GAM-PUZ-00066,VND-sup-088-GAM-PUZ-,58.42,100,31,10,0,1
sup-127,GAM-PUZ-00067,VND-sup-127-GAM-PUZ-,35.7,50,23,10,1,1
sup-122,GAM-PUZ-00067,VND-sup-122-GAM-PUZ-,42.48,25,32,10,0,1
sup-185,GAM-PUZ-00068,VND-sup-185-GAM-PUZ-,47.92,50,23,10,1,1
sup-035,GAM-PUZ-00068,VND-sup-035-GAM-PUZ-,59.42,200,39,10,0,1
sup-185,GAM-PUZ-00069,VND-sup-185-GAM-PUZ-,16.27,25,23,10,1,1
sup-110,GAM-PUZ-00069,VND-sup-110-GAM-PUZ-,17.41,200,39,10,0,1
sup-122,GAM-PUZ-00070,VND-sup-122-GAM-PUZ-,45.94,25,23,10,1,1
sup-054,GAM-PUZ-00070,VND-sup-054-GAM-PUZ-,53.29,100,45,10,0,1
sup-066,GAM-PUZ-00071,VND-sup-066-GAM-PUZ-,39.42,100,23,10,1,1
sup-063,GAM-PUZ-00071,VND-sup-063-GAM-PUZ-,43.76,50,39,10,0,1
sup-110,GAM-PUZ-00072,VND-sup-110-GAM-PUZ-,19.37,200,23,10,1,1
sup-025,GAM-PUZ-00072,VND-sup-025-GAM-PUZ-,20.53,200,27,10,0,1
sup-039,GAM-PUZ-00073,VND-sup-039-GAM-PUZ-,21.24,25,23,10,1,1
sup-173,GAM-PUZ-00073,VND-sup-173-GAM-PUZ-,25.7,100,42,10,0,1
sup-173,GAM-PUZ-00074,VND-sup-173-GAM-PUZ-,31.4,50,23,10,1,1
sup-037,GAM-PUZ-00074,VND-sup-037-GAM-PUZ-,35.17,100,36,10,0,1
sup-027,GAM-PUZ-00075,VND-sup-027-GAM-PUZ-,10.43,200,23,10,1,1
sup-110,GAM-PUZ-00075,VND-sup-110-GAM-PUZ-,12.2,50,31,10,0,1
sup-066,GAM-PUZ-00076,VND-sup-066-GAM-PUZ-,40.87,100,23,10,1,1
sup-024,GAM-PUZ-00076,VND-sup-024-GAM-PUZ-,50.27,100,34,10,0,1
sup-089,GAM-PUZ-00077,VND-sup-089-GAM-PUZ-,33.58,25,23,10,1,1
sup-054,GAM-PUZ-00077,VND-sup-054-GAM-PUZ-,37.61,25,39,10,0,1
sup-054,GAM-PUZ-00078,VND-sup-054-GAM-PUZ-,23.24,200,23,10,1,1
sup-135,GAM-PUZ-00078,VND-sup-135-GAM-PUZ-,29.05,100,28,10,0,1
sup-164,GAM-PUZ-00079,VND-sup-164-GAM-PUZ-,26.02,25,23,10,1,1
sup-130,GAM-PUZ-00079,VND-sup-130-GAM-PUZ-,28.62,100,37,10,0,1
sup-057,GAM-PUZ-00080,VND-sup-057-GAM-PUZ-,27.54,50,23,10,1,1
sup-122,GAM-PUZ-00080,VND-sup-122-GAM-PUZ-,29.19,100,35,10,0,1
sup-057,GAM-PUZ-00081,VND-sup-057-GAM-PUZ-,49.76,100,23,10,1,1
sup-035,GAM-PUZ-00081,VND-sup-035-GAM-PUZ-,57.72,200,30,10,0,1
sup-119,GAM-PUZ-00082,VND-sup-119-GAM-PUZ-,48.49,50,23,10,1,1
sup-089,GAM-PUZ-00082,VND-sup-089-GAM-PUZ-,57.7,50,36,10,0,1
sup-090,GAM-PUZ-00083,VND-sup-090-GAM-PUZ-,46.36,25,23,10,1,1
sup-172,GAM-PUZ-00083,VND-sup-172-GAM-PUZ-,49.14,50,35,10,0,1
sup-188,GAM-PUZ-00084,VND-sup-188-GAM-PUZ-,34.05,200,23,10,1,1
sup-094,GAM-PUZ-00084,VND-sup-094-GAM-PUZ-,41.2,25,34,10,0,1
sup-024,GAM-PUZ-00085,VND-sup-024-GAM-PUZ-,16.22,100,23,10,1,1
sup-054,GAM-PUZ-00085,VND-sup-054-GAM-PUZ-,17.36,50,37,10,0,1
sup-094,GAM-PUZ-00086,VND-sup-094-GAM-PUZ-,46.25,100,23,10,1,1
sup-099,GAM-PUZ-00086,VND-sup-099-GAM-PUZ-,51.34,25,33,10,0,1
sup-025,GAM-PUZ-00087,VND-sup-025-GAM-PUZ-,21.52,50,23,10,1,1
sup-057,GAM-PUZ-00087,VND-sup-057-GAM-PUZ-,26.25,25,32,10,0,1
sup-162,GAM-PUZ-00088,VND-sup-162-GAM-PUZ-,35.62,25,23,10,1,1
sup-122,GAM-PUZ-00088,VND-sup-122-GAM-PUZ-,38.11,50,38,10,0,1
sup-088,GAM-PUZ-00089,VND-sup-088-GAM-PUZ-,40.08,50,23,10,1,1
sup-017,GAM-PUZ-00089,VND-sup-017-GAM-PUZ-,50.1,25,36,10,0,1
sup-094,GAM-PUZ-00090,VND-sup-094-GAM-PUZ-,33.47,200,23,10,1,1
sup-172,GAM-PUZ-00090,VND-sup-172-GAM-PUZ-,39.83,50,33,10,0,1
sup-164,GAM-PUZ-00091,VND-sup-164-GAM-PUZ-,15.95,25,23,10,1,1
sup-088,GAM-PUZ-00091,VND-sup-088-GAM-PUZ-,17.39,100,33,10,0,1
sup-119,GAM-PUZ-00092,VND-sup-119-GAM-PUZ-,36.15,100,23,10,1,1
sup-037,GAM-PUZ-00092,VND-sup-037-GAM-PUZ-,41.93,50,42,10,0,1
sup-024,GAM-PUZ-00093,VND-sup-024-GAM-PUZ-,10.02,50,23,10,1,1
sup-027,GAM-PUZ-00093,VND-sup-027-GAM-PUZ-,12.32,100,33,10,0,1
sup-066,GAM-PUZ-00094,VND-sup-066-GAM-PUZ-,20.15,25,23,10,1,1
sup-071,GAM-PUZ-00094,VND-sup-071-GAM-PUZ-,21.16,25,33,10,0,1
sup-094,GAM-PUZ-00095,VND-sup-094-GAM-PUZ-,30.11,25,23,10,1,1
sup-188,GAM-PUZ-00095,VND-sup-188-GAM-PUZ-,31.92,200,45,10,0,1
sup-048,GAM-PUZ-00096,VND-sup-048-GAM-PUZ-,39.71,50,23,10,1,1
sup-125,GAM-PUZ-00096,VND-sup-125-GAM-PUZ-,47.25,200,39,10,0,1
sup-143,GAM-PUZ-00097,VND-sup-143-GAM-PUZ-,39.48,200,23,10,1,1
sup-017,GAM-PUZ-00097,VND-sup-017-GAM-PUZ-,46.19,200,38,10,0,1
sup-125,GAM-PUZ-00098,VND-sup-125-GAM-PUZ-,22.33,200,23,10,1,1
sup-054,GAM-PUZ-00098,VND-sup-054-GAM-PUZ-,25.68,25,44,10,0,1
sup-153,GAM-PUZ-00099,VND-sup-153-GAM-PUZ-,15.15,50,23,10,1,1
sup-113,GAM-PUZ-00099,VND-sup-113-GAM-PUZ-,18.33,50,30,10,0,1
sup-017,GAM-PUZ-00100,VND-sup-017-GAM-PUZ-,16.94,200,23,10,1,1
sup-135,GAM-PUZ-00100,VND-sup-135-GAM-PUZ-,20.67,50,28,10,0,1
sup-185,GAM-PUZ-00101,VND-sup-185-GAM-PUZ-,21.86,100,23,10,1,1
sup-064,GAM-PUZ-00101,VND-sup-064-GAM-PUZ-,25.79,25,36,10,0,1
sup-048,GAM-PUZ-00102,VND-sup-048-GAM-PUZ-,38.26,50,23,10,1,1
sup-162,GAM-PUZ-00102,VND-sup-162-GAM-PUZ-,41.7,25,28,10,0,1
sup-071,GAM-PUZ-00103,VND-sup-071-GAM-PUZ-,36.02,100,23,10,1,1
sup-119,GAM-PUZ-00103,VND-sup-119-GAM-PUZ-,42.14,25,42,10,0,1
sup-185,GAM-PUZ-00104,VND-sup-185-GAM-PUZ-,31.33,100,23,10,1,1
sup-027,GAM-PUZ-00104,VND-sup-027-GAM-PUZ-,38.22,200,29,10,0,1
sup-088,GAM-PUZ-00105,VND-sup-088-GAM-PUZ-,21.83,50,23,10,1,1
sup-188,GAM-PUZ-00105,VND-sup-188-GAM-PUZ-,25.98,200,39,10,0,1
sup-162,GAM-PUZ-00106,VND-sup-162-GAM-PUZ-,13.82,50,23,10,1,1
sup-027,GAM-PUZ-00106,VND-sup-027-GAM-PUZ-,14.65,200,44,10,0,1
sup-164,GAM-PUZ-00107,VND-sup-164-GAM-PUZ-,24.55,100,23,10,1,1
sup-188,GAM-PUZ-00107,VND-sup-188-GAM-PUZ-,29.21,50,43,10,0,1
sup-122,GAM-PUZ-00108,VND-sup-122-GAM-PUZ-,32.05,200,23,10,1,1
sup-100,GAM-PUZ-00108,VND-sup-100-GAM-PUZ-,37.82,25,43,10,0,1
sup-090,GAM-PUZ-00109,VND-sup-090-GAM-PUZ-,49.59,25,23,10,1,1
sup-110,GAM-PUZ-00109,VND-sup-110-GAM-PUZ-,53.56,200,44,10,0,1
sup-135,GAM-PUZ-00110,VND-sup-135-GAM-PUZ-,15.74,100,23,10,1,1
sup-057,GAM-PUZ-00110,VND-sup-057-GAM-PUZ-,18.42,200,44,10,0,1
sup-135,GAM-PUZ-00111,VND-sup-135-GAM-PUZ-,23.81,25,23,10,1,1
sup-143,GAM-PUZ-00111,VND-sup-143-GAM-PUZ-,26.91,50,40,10,0,1
sup-090,GAM-PUZ-00112,VND-sup-090-GAM-PUZ-,41.16,50,23,10,1,1
sup-063,GAM-PUZ-00112,VND-sup-063-GAM-PUZ-,44.45,200,30,10,0,1
sup-106,GAM-PUZ-00113,VND-sup-106-GAM-PUZ-,23.27,50,23,10,1,1
sup-143,GAM-PUZ-00113,VND-sup-143-GAM-PUZ-,28.62,25,32,10,0,1
sup-013,GAM-PUZ-00114,VND-sup-013-GAM-PUZ-,49.9,50,23,10,1,1
sup-185,GAM-PUZ-00114,VND-sup-185-GAM-PUZ-,57.88,200,35,10,0,1
sup-099,GAM-PUZ-00115,VND-sup-099-GAM-PUZ-,14.95,200,23,10,1,1
sup-017,GAM-PUZ-00115,VND-sup-017-GAM-PUZ-,18.39,200,30,10,0,1
sup-182,GAM-PUZ-00116,VND-sup-182-GAM-PUZ-,32.55,25,23,10,1,1
sup-057,GAM-PUZ-00116,VND-sup-057-GAM-PUZ-,35.15,100,33,10,0,1
sup-017,GAM-PUZ-00117,VND-sup-017-GAM-PUZ-,12.12,50,23,10,1,1
sup-024,GAM-PUZ-00117,VND-sup-024-GAM-PUZ-,12.97,200,42,10,0,1
sup-088,GAM-PUZ-00118,VND-sup-088-GAM-PUZ-,40.43,100,23,10,1,1
sup-119,GAM-PUZ-00118,VND-sup-119-GAM-PUZ-,43.26,200,32,10,0,1
sup-048,GAM-PUZ-00119,VND-sup-048-GAM-PUZ-,42.29,200,23,10,1,1
sup-025,GAM-PUZ-00119,VND-sup-025-GAM-PUZ-,47.36,25,45,10,0,1
sup-094,GAM-PUZ-00120,VND-sup-094-GAM-PUZ-,18.06,25,23,10,1,1
sup-173,GAM-PUZ-00120,VND-sup-173-GAM-PUZ-,22.21,100,39,10,0,1
sup-035,GAM-PUZ-00121,VND-sup-035-GAM-PUZ-,16.96,200,23,10,1,1
sup-122,GAM-PUZ-00121,VND-sup-122-GAM-PUZ-,18.15,50,45,10,0,1
sup-142,GAM-PUZ-00122,VND-sup-142-GAM-PUZ-,27.33,50,23,10,1,1
sup-089,GAM-PUZ-00122,VND-sup-089-GAM-PUZ-,33.62,50,38,10,0,1
sup-090,GAM-PUZ-00123,VND-sup-090-GAM-PUZ-,43.59,100,23,10,1,1
sup-017,GAM-PUZ-00123,VND-sup-017-GAM-PUZ-,47.51,25,36,10,0,1
sup-057,GAM-PUZ-00124,VND-sup-057-GAM-PUZ-,18.93,100,23,10,1,1
sup-035,GAM-PUZ-00124,VND-sup-035-GAM-PUZ-,22.15,25,40,10,0,1
sup-025,GAM-PUZ-00125,VND-sup-025-GAM-PUZ-,19.02,50,23,10,1,1
sup-127,GAM-PUZ-00125,VND-sup-127-GAM-PUZ-,23.58,50,31,10,0,1
sup-185,GAM-PUZ-00126,VND-sup-185-GAM-PUZ-,22.6,25,23,10,1,1
sup-142,GAM-PUZ-00126,VND-sup-142-GAM-PUZ-,24.63,50,37,10,0,1
sup-125,GAM-PUZ-00127,VND-sup-125-GAM-PUZ-,16.53,100,23,10,1,1
sup-099,GAM-PUZ-00127,VND-sup-099-GAM-PUZ-,18.18,25,31,10,0,1
sup-113,GAM-PUZ-00128,VND-sup-113-GAM-PUZ-,34.29,50,23,10,1,1
sup-142,GAM-PUZ-00128,VND-sup-142-GAM-PUZ-,38.06,200,31,10,0,1
sup-054,GAM-PUZ-00129,VND-sup-054-GAM-PUZ-,17.85,50,23,10,1,1
sup-188,GAM-PUZ-00129,VND-sup-188-GAM-PUZ-,19.28,200,44,10,0,1
sup-127,GAM-PUZ-00130,VND-sup-127-GAM-PUZ-,43.71,50,23,10,1,1
sup-122,GAM-PUZ-00130,VND-sup-122-GAM-PUZ-,52.01,200,38,10,0,1
sup-039,GAM-PUZ-00131,VND-sup-039-GAM-PUZ-,16.85,50,23,10,1,1
sup-100,GAM-PUZ-00131,VND-sup-100-GAM-PUZ-,18.2,200,40,10,0,1
sup-113,GAM-PUZ-00132,VND-sup-113-GAM-PUZ-,31.68,25,23,10,1,1
