FAMILY_ID,SUBCATEGORY_ID,FAMILY_NAME
FAM-01212,SUBCAT-0167,Diyas
FAM-01213,SUBCAT-0167,Incense
FAM-01214,SUBCAT-0167,Camphor
FAM-01215,SUBCAT-0167,Pooja items
FAM-01216,SUBCAT-0167,Idols
FAM-01217,SUBCAT-0167,Religious books
FAM-01218,SUBCAT-0167,Prayer accessories
FAM-01219,SUBCAT-0167,Prayer mats
FAM-01220,SUBCAT-0167,Rosaries
FAM-01221,SUBCAT-0167,Decorative religious items
FAM-01222,SUBCAT-0167,Festival-specific items
FAM-01223,SUBCAT-0167,Cultural handicrafts
FAM-01224,SUBCAT-0168,Door locks
FAM-01225,SUBCAT-0168,Padlocks
FAM-01226,SUBCAT-0168,Safes
FAM-01227,SUBCAT-0168,Security cameras
FAM-01228,SUBCAT-0168,Alarms
FAM-01229,SUBCAT-0168,Smoke detectors
FAM-01230,SUBCAT-0168,Carbon monoxide detectors
FAM-01231,SUBCAT-0168,Fire extinguishers
FAM-01232,SUBCAT-0168,Emergency lights
FAM-01233,SUBCAT-0168,Reflective products
FAM-01234,SUBCAT-0168,Personal safety equipment
FAM-01235,SUBCAT-0169,Tailoring
FAM-01236,SUBCAT-0169,Alterations
FAM-01237,SUBCAT-0169,Shoe repair
FAM-01238,SUBCAT-0169,Watch repair
FAM-01239,SUBCAT-0169,Jewellery repair
FAM-01240,SUBCAT-0169,Beauty services
FAM-01241,SUBCAT-0169,Salon
FAM-01242,SUBCAT-0169,Barber
FAM-01243,SUBCAT-0170,Appliance installation
FAM-01244,SUBCAT-0170,Furniture assembly
FAM-01245,SUBCAT-0170,Plumbing
FAM-01246,SUBCAT-0170,Electrical installation
FAM-01247,SUBCAT-0170,Home delivery
FAM-01248,SUBCAT-0170,Home cleaning
FAM-01249,SUBCAT-0171,Device setup
FAM-01250,SUBCAT-0171,Data transfer
FAM-01251,SUBCAT-0171,Computer repair
FAM-01252,SUBCAT-0171,Phone repair
FAM-01253,SUBCAT-0171,Installation
FAM-01254,SUBCAT-0172,Car wash
FAM-01255,SUBCAT-0172,Detailing
FAM-01256,SUBCAT-0172,Tire services
FAM-01257,SUBCAT-0172,Minor maintenance
FAM-01258,SUBCAT-0173,Food court
FAM-01259,SUBCAT-0173,Restaurants
FAM-01260,SUBCAT-0173,Cafés
FAM-01261,SUBCAT-0173,Bakery café
FAM-01262,SUBCAT-0173,Juice bar
FAM-01263,SUBCAT-0173,Takeaway
FAM-01264,SUBCAT-0174,Sewing machines
FAM-01265,SUBCAT-0174,Needles
FAM-01266,SUBCAT-0174,Thread
FAM-01267,SUBCAT-0174,Buttons
FAM-01268,SUBCAT-0174,Zippers
FAM-01269,SUBCAT-0174,Fabric
FAM-01270,SUBCAT-0174,Lace
FAM-01271,SUBCAT-0174,Ribbons
FAM-01272,SUBCAT-0174,Embroidery supplies
FAM-01273,SUBCAT-0174,Knitting needles
FAM-01274,SUBCAT-0174,Crochet hooks
FAM-01275,SUBCAT-0174,Yarn
FAM-01276,SUBCAT-0174,Textile dyes
FAM-01277,SUBCAT-0175,Mattresses
FAM-01278,SUBCAT-0175,Pillows
FAM-01279,SUBCAT-0175,Orthopedic pillows
FAM-01280,SUBCAT-0175,Sleep masks
FAM-01281,SUBCAT-0175,Weighted blankets
FAM-01282,SUBCAT-0175,Humidifiers
FAM-01283,SUBCAT-0175,Aromatherapy diffusers
FAM-01284,SUBCAT-0175,Essential oils where permitted
FAM-01285,SUBCAT-0175,Relaxation products
FAM-01286,SUBCAT-0175,Massage devices
FAM-01287,SUBCAT-0176,Smart bulbs
FAM-01288,SUBCAT-0176,Smart switches
FAM-01289,SUBCAT-0176,Smart plugs
FAM-01290,SUBCAT-0176,Smart speakers
FAM-01291,SUBCAT-0176,Smart displays
FAM-01292,SUBCAT-0176,Smart cameras
FAM-01293,SUBCAT-0176,Video doorbells
FAM-01294,SUBCAT-0176,Smart locks
FAM-01295,SUBCAT-0176,Sensors
FAM-01296,SUBCAT-0176,Smart thermostats
FAM-01297,SUBCAT-0176,Smart curtains
FAM-01298,SUBCAT-0176,Home automation hubs
FAM-01299,SUBCAT-0177,Chips
FAM-01300,SUBCAT-0177,Nachos
FAM-01301,SUBCAT-0177,Popcorn
FAM-01302,SUBCAT-0177,Namkeen
FAM-01303,SUBCAT-0177,Mixtures
FAM-01304,SUBCAT-0177,Pretzels
FAM-01305,SUBCAT-0177,Nuts
FAM-01306,SUBCAT-0177,Seeds
FAM-01307,SUBCAT-0177,Trail mix
FAM-01308,SUBCAT-0177,Protein bars
FAM-01309,SUBCAT-0177,Granola bars
FAM-01310,SUBCAT-0177,Energy bars
FAM-01311,SUBCAT-0177,Dried fruit
FAM-01312,SUBCAT-0177,Roasted snacks
FAM-01313,SUBCAT-0177,Healthy snacks
FAM-01314,SUBCAT-0178,Solar lamps
FAM-01315,SUBCAT-0178,Solar panels
FAM-01316,SUBCAT-0178,Solar chargers
FAM-01317,SUBCAT-0178,Solar garden lights
FAM-01318,SUBCAT-0178,Rechargeable batteries
FAM-01319,SUBCAT-0178,Reusable bottles
FAM-01320,SUBCAT-0178,Reusable bags
FAM-01321,SUBCAT-0178,Compostable products
FAM-01322,SUBCAT-0178,Reusable containers
FAM-01323,SUBCAT-0178,Water-saving products
FAM-01324,SUBCAT-0178,Energy-efficient appliances
FAM-01325,SUBCAT-0179,Walking canes
FAM-01326,SUBCAT-0179,Walkers
FAM-01327,SUBCAT-0179,Wheelchairs
FAM-01328,SUBCAT-0179,Mobility aids
FAM-01329,SUBCAT-0179,Grab bars
FAM-01330,SUBCAT-0179,Accessibility accessories
FAM-01331,SUBCAT-0179,Hearing-related consumer devices
FAM-01332,SUBCAT-0179,Magnifying aids
FAM-01333,SUBCAT-0179,Adaptive household tools
FAM-01334,SUBCAT-0180,Restaurant utensils
FAM-01335,SUBCAT-0180,Commercial cookware
FAM-01336,SUBCAT-0180,Serving equipment
FAM-01337,SUBCAT-0180,Food containers
FAM-01338,SUBCAT-0181,Commercial cleaning chemicals
FAM-01339,SUBCAT-0181,Mop systems
FAM-01340,SUBCAT-0181,Janitorial equipment
FAM-01341,SUBCAT-0181,Industrial bins
FAM-01342,SUBCAT-0182,POS equipment
FAM-01343,SUBCAT-0182,Barcode scanners
FAM-01344,SUBCAT-0182,Cash drawers
FAM-01345,SUBCAT-0182,Receipt printers
FAM-01346,SUBCAT-0182,Display fixtures
FAM-01347,SUBCAT-0183,Tools
FAM-01348,SUBCAT-0183,Safety equipment
FAM-01349,SUBCAT-0183,Storage systems
FAM-01350,SUBCAT-0183,Consumables
FAM-01351,SUBCAT-0184,Dumbbells
FAM-01352,SUBCAT-0184,Barbells
FAM-01353,SUBCAT-0184,Weight plates
FAM-01354,SUBCAT-0184,Resistance bands
FAM-01355,SUBCAT-0184,Yoga mats
FAM-01356,SUBCAT-0184,Benches
FAM-01357,SUBCAT-0184,Exercise machines
FAM-01358,SUBCAT-0185,Running shoes
FAM-01359,SUBCAT-0185,Running clothes
FAM-01360,SUBCAT-0185,Hydration products
FAM-01361,SUBCAT-0185,Fitness watches
FAM-01362,SUBCAT-0186,Football
FAM-01363,SUBCAT-0186,Cricket
FAM-01364,SUBCAT-0186,Basketball
FAM-01365,SUBCAT-0186,Volleyball
FAM-01366,SUBCAT-0186,Baseball
FAM-01367,SUBCAT-0186,Hockey
FAM-01368,SUBCAT-0187,Tennis
FAM-01369,SUBCAT-0187,Badminton
FAM-01370,SUBCAT-0187,Squash
FAM-01371,SUBCAT-0187,Table tennis
FAM-01372,SUBCAT-0188,Boxing gloves
FAM-01373,SUBCAT-0188,Protective equipment
FAM-01374,SUBCAT-0188,Training gear
FAM-01375,SUBCAT-0189,Camping gear
FAM-01376,SUBCAT-0189,Hiking gear
FAM-01377,SUBCAT-0189,Trekking gear
FAM-01378,SUBCAT-0189,Sleeping bags
FAM-01379,SUBCAT-0189,Tents
FAM-01380,SUBCAT-0189,Backpacks
FAM-01381,SUBCAT-0189,Compasses
FAM-01382,SUBCAT-0190,Pens
FAM-01383,SUBCAT-0190,Pencils
FAM-01384,SUBCAT-0190,Markers
FAM-01385,SUBCAT-0190,Highlighters
FAM-01386,SUBCAT-0190,Fountain pens
FAM-01387,SUBCAT-0191,Notebooks
FAM-01388,SUBCAT-0191,Diaries
FAM-01389,SUBCAT-0191,Journals
FAM-01390,SUBCAT-0191,Printing paper
FAM-01391,SUBCAT-0191,Drawing paper
FAM-01392,SUBCAT-0191,Sticky notes
FAM-01393,SUBCAT-0192,Files
FAM-01394,SUBCAT-0192,Folders
FAM-01395,SUBCAT-0192,Staplers
FAM-01396,SUBCAT-0192,Paper clips
FAM-01397,SUBCAT-0192,Scissors
FAM-01398,SUBCAT-0192,Tape
FAM-01399,SUBCAT-0192,Envelopes
FAM-01400,SUBCAT-0192,Labels
FAM-01401,SUBCAT-0193,Desk organizers
FAM-01402,SUBCAT-0193,Pen stands
FAM-01403,SUBCAT-0193,Calendars
FAM-01404,SUBCAT-0193,Document trays
FAM-01405,SUBCAT-0194,Rattles
FAM-01406,SUBCAT-0194,Teethers
FAM-01407,SUBCAT-0194,Activity toys
FAM-01408,SUBCAT-0195,Building blocks
FAM-01409,SUBCAT-0195,STEM kits
FAM-01410,SUBCAT-0195,Science kits
FAM-01411,SUBCAT-0195,Math toys
FAM-01412,SUBCAT-0195,Puzzle toys
FAM-01413,SUBCAT-0195,Learning boards
FAM-01414,SUBCAT-0196,Drawing kits
FAM-01415,SUBCAT-0196,Painting kits
FAM-01416,SUBCAT-0196,Clay
FAM-01417,SUBCAT-0196,Craft kits
FAM-01418,SUBCAT-0197,Kitchen sets
FAM-01419,SUBCAT-0197,Doctor sets
FAM-01420,SUBCAT-0197,Tool sets
FAM-01421,SUBCAT-0197,Doll houses
FAM-01422,SUBCAT-0197,Role-play costumes
FAM-01423,SUBCAT-0198,Action figures
FAM-01424,SUBCAT-0198,Dolls
FAM-01425,SUBCAT-0198,Collectible figures
FAM-01426,SUBCAT-0198,Character toys
FAM-01427,SUBCAT-0199,Suitcases
FAM-01428,SUBCAT-0199,Backpacks
FAM-01429,SUBCAT-0199,Travel bags
FAM-01430,SUBCAT-0199,Neck pillows
FAM-01431,SUBCAT-0199,Travel blankets
FAM-01432,SUBCAT-0199,Packing cubes
FAM-01433,SUBCAT-0199,Passport holders
FAM-01434,SUBCAT-0199,Travel wallets
FAM-01435,SUBCAT-0199,Luggage locks
FAM-01436,SUBCAT-0199,Toiletry bags
FAM-01437,SUBCAT-0199,Travel adapters
FAM-01438,SUBCAT-0199,Travel bottles
FAM-01439,SUBCAT-0199,Travel organizers
FAM-01440,SUBCAT-0199,Portable chargers
FAM-01441,SUBCAT-0200,Analog watches
FAM-01442,SUBCAT-0200,Digital watches
FAM-01443,SUBCAT-0200,Smart watches
FAM-01444,SUBCAT-0200,Luxury watches
FAM-01445,SUBCAT-0200,Sports watches
FAM-01446,SUBCAT-0200,Kids' watches
FAM-01447,SUBCAT-0200,Fitness trackers
FAM-01448,SUBCAT-0200,Watch straps
FAM-01449,SUBCAT-0200,Watch accessories
FAM-01450,SUBCAT-0200,Clocks
FAM-01451,SUBCAT-0200,Wall clocks
FAM-01452,SUBCAT-0200,Alarm clocks
FAM-01453,SUBCAT-0200,Travel clocks
