SKU,Location_ID,Quantity_On_Hand,Reorder_Point,Target_Safety_Stock,Shrinkage_Rate,As_Of_Date
FUR-GEN-00856,wh-001,278,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00856,str-001,28,15,7,0.015,2026-09-14 20:18:25
FUR-GEN-00857,wh-001,236,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00857,str-001,26,15,7,0.015,2026-09-14 20:18:25
FUR-GEN-00858,wh-001,498,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00858,str-001,46,15,7,0.015,2026-09-14 20:18:25
FUR-GEN-00859,wh-001,106,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00859,str-001,19,15,7,0.015,2026-09-14 20:18:25
FUR-GEN-00860,wh-001,226,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00860,str-001,27,15,7,0.015,2026-09-14 20:18:25
FUR-GEN-00861,wh-001,315,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00861,str-001,34,15,7,0.015,2026-09-14 20:18:25
FUR-GEN-00862,wh-001,381,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00862,str-001,7,15,7,0.015,2026-09-14 20:18:25
FUR-GEN-00863,wh-001,126,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00863,str-001,47,15,7,0.015,2026-09-14 20:18:25
FUR-GEN-00864,wh-001,51,150,75,0.01,2026-09-14 20:18:25
FUR-GEN-00864,str-001,10,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00001,wh-001,244,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00001,str-001,11,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00002,wh-001,182,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00002,str-001,12,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00003,wh-001,37,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00003,str-001,32,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00004,wh-001,262,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00004,str-001,8,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00005,wh-001,407,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00005,str-001,5,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00006,wh-001,364,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00006,str-001,46,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00007,wh-001,441,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00007,str-001,7,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00008,wh-001,183,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00008,str-001,45,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00009,wh-001,298,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00009,str-001,23,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00010,wh-001,471,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00010,str-001,2,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00011,wh-001,118,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00011,str-001,19,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00012,wh-001,357,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00012,str-001,27,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00013,wh-001,418,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00013,str-001,41,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00014,wh-001,53,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00014,str-001,17,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00015,wh-001,347,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00015,str-001,33,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00016,wh-001,66,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00016,str-001,28,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00017,wh-001,342,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00017,str-001,6,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00018,wh-001,64,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00018,str-001,43,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00019,wh-001,397,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00019,str-001,26,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00020,wh-001,468,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00020,str-001,44,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00021,wh-001,458,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00021,str-001,9,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00022,wh-001,473,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00022,str-001,28,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00023,wh-001,8,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00023,str-001,41,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00024,wh-001,258,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00024,str-001,5,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00025,wh-001,199,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00025,str-001,30,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00026,wh-001,448,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00026,str-001,17,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00027,wh-001,174,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00027,str-001,44,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00028,wh-001,59,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00028,str-001,20,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00029,wh-001,213,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00029,str-001,36,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00030,wh-001,367,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00030,str-001,40,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00031,wh-001,165,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00031,str-001,27,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00032,wh-001,395,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00032,str-001,45,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00033,wh-001,192,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00033,str-001,17,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00034,wh-001,372,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00034,str-001,36,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00035,wh-001,325,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00035,str-001,22,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00036,wh-001,223,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00036,str-001,15,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00037,wh-001,482,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00037,str-001,44,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00038,wh-001,389,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00038,str-001,29,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00039,wh-001,406,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00039,str-001,43,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00040,wh-001,208,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00040,str-001,36,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00041,wh-001,430,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00041,str-001,20,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00042,wh-001,405,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00042,str-001,22,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00043,wh-001,218,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00043,str-001,28,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00044,wh-001,167,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00044,str-001,17,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00045,wh-001,115,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00045,str-001,6,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00046,wh-001,352,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00046,str-001,39,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00047,wh-001,336,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00047,str-001,41,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00048,wh-001,341,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00048,str-001,12,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00049,wh-001,383,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00049,str-001,46,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00050,wh-001,91,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00050,str-001,1,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00051,wh-001,163,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00051,str-001,12,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00052,wh-001,489,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00052,str-001,33,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00053,wh-001,188,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00053,str-001,26,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00054,wh-001,472,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00054,str-001,18,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00055,wh-001,106,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00055,str-001,36,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00056,wh-001,35,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00056,str-001,15,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00057,wh-001,303,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00057,str-001,37,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00058,wh-001,23,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00058,str-001,0,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00059,wh-001,20,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00059,str-001,47,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00060,wh-001,151,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00060,str-001,8,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00061,wh-001,183,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00061,str-001,35,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00062,wh-001,282,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00062,str-001,28,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00063,wh-001,331,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00063,str-001,33,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00064,wh-001,147,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00064,str-001,7,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00065,wh-001,91,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00065,str-001,40,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00066,wh-001,260,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00066,str-001,40,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00067,wh-001,236,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00067,str-001,34,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00068,wh-001,116,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00068,str-001,50,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00069,wh-001,43,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00069,str-001,35,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00070,wh-001,195,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00070,str-001,41,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00071,wh-001,335,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00071,str-001,49,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00072,wh-001,476,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00072,str-001,4,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00073,wh-001,416,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00073,str-001,26,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00074,wh-001,303,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00074,str-001,28,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00075,wh-001,374,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00075,str-001,2,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00076,wh-001,60,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00076,str-001,50,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00077,wh-001,238,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00077,str-001,21,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00078,wh-001,155,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00078,str-001,15,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00079,wh-001,406,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00079,str-001,21,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00080,wh-001,341,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00080,str-001,37,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00081,wh-001,180,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00081,str-001,10,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00082,wh-001,33,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00082,str-001,6,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00083,wh-001,491,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00083,str-001,10,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00084,wh-001,471,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00084,str-001,39,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00085,wh-001,17,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00085,str-001,6,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00086,wh-001,418,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00086,str-001,19,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00087,wh-001,231,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00087,str-001,5,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00088,wh-001,98,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00088,str-001,47,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00089,wh-001,396,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00089,str-001,25,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00090,wh-001,439,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00090,str-001,42,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00091,wh-001,80,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00091,str-001,20,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00092,wh-001,203,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00092,str-001,14,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00093,wh-001,25,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00093,str-001,33,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00094,wh-001,267,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00094,str-001,23,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00095,wh-001,348,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00095,str-001,42,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00096,wh-001,345,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00096,str-001,17,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00097,wh-001,72,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00097,str-001,37,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00098,wh-001,4,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00098,str-001,0,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00099,wh-001,47,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00099,str-001,7,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00100,wh-001,273,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00100,str-001,20,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00101,wh-001,256,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00101,str-001,22,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00102,wh-001,421,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00102,str-001,36,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00103,wh-001,375,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00103,str-001,8,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00104,wh-001,24,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00104,str-001,26,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00105,wh-001,243,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00105,str-001,31,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00106,wh-001,128,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00106,str-001,8,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00107,wh-001,215,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00107,str-001,25,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00108,wh-001,110,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00108,str-001,45,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00109,wh-001,279,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00109,str-001,50,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00110,wh-001,275,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00110,str-001,9,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00111,wh-001,24,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00111,str-001,8,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00112,wh-001,388,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00112,str-001,34,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00113,wh-001,338,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00113,str-001,20,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00114,wh-001,392,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00114,str-001,18,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00115,wh-001,395,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00115,str-001,24,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00116,wh-001,155,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00116,str-001,45,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00117,wh-001,407,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00117,str-001,16,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00118,wh-001,18,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00118,str-001,31,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00119,wh-001,192,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00119,str-001,13,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00120,wh-001,151,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00120,str-001,12,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00121,wh-001,132,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00121,str-001,6,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00122,wh-001,318,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00122,str-001,27,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00123,wh-001,356,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00123,str-001,42,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00124,wh-001,33,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00124,str-001,38,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00125,wh-001,436,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00125,str-001,38,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00126,wh-001,409,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00126,str-001,11,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00127,wh-001,196,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00127,str-001,50,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00128,wh-001,347,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00128,str-001,40,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00129,wh-001,318,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00129,str-001,41,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00130,wh-001,322,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00130,str-001,16,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00131,wh-001,4,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00131,str-001,17,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00132,wh-001,411,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00132,str-001,41,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00133,wh-001,128,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00133,str-001,6,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00134,wh-001,421,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00134,str-001,18,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00135,wh-001,173,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00135,str-001,32,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00136,wh-001,6,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00136,str-001,48,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00137,wh-001,206,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00137,str-001,43,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00138,wh-001,165,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00138,str-001,23,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00139,wh-001,369,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00139,str-001,28,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00140,wh-001,164,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00140,str-001,36,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00141,wh-001,27,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00141,str-001,48,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00142,wh-001,90,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00142,str-001,33,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00143,wh-001,431,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00143,str-001,23,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00144,wh-001,217,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00144,str-001,41,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00145,wh-001,423,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00145,str-001,28,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00146,wh-001,59,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00146,str-001,34,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00147,wh-001,454,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00147,str-001,18,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00148,wh-001,131,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00148,str-001,47,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00149,wh-001,269,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00149,str-001,7,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00150,wh-001,487,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00150,str-001,3,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00151,wh-001,392,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00151,str-001,6,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00152,wh-001,199,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00152,str-001,47,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00153,wh-001,210,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00153,str-001,5,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00154,wh-001,104,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00154,str-001,22,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00155,wh-001,75,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00155,str-001,16,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00156,wh-001,379,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00156,str-001,7,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00157,wh-001,415,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00157,str-001,6,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00158,wh-001,416,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00158,str-001,38,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00159,wh-001,104,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00159,str-001,9,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00160,wh-001,449,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00160,str-001,23,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00161,wh-001,288,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00161,str-001,48,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00162,wh-001,123,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00162,str-001,14,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00163,wh-001,253,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00163,str-001,1,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00164,wh-001,11,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00164,str-001,20,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00165,wh-001,139,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00165,str-001,49,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00166,wh-001,118,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00166,str-001,13,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00167,wh-001,81,150,75,0.01,2026-09-14 20:18:25
GAM-PUZ-00167,str-001,12,15,7,0.015,2026-09-14 20:18:25
GAM-PUZ-00168,wh-001,339,150,75,0.01,2026-09-14 20:18:25
