SKU,Supplier_ID,Sourcing_Rank,Unit_Cost_Markup,Supplier_Lead_Time_Days
HAR-HOM-00225,sup-063,Secondary,1.24,39
HAR-HOM-00226,sup-173,Primary,1.0,31
HAR-HOM-00226,sup-063,Secondary,1.22,53
HAR-HOM-00227,sup-162,Primary,1.0,31
HAR-HOM-00227,sup-035,Secondary,1.2,38
HAR-HOM-00228,sup-071,Primary,1.0,31
HAR-HOM-00228,sup-162,Secondary,1.13,38
HAR-HOM-00229,sup-182,Primary,1.0,31
HAR-HOM-00229,sup-106,Secondary,1.21,57
HAR-HOM-00230,sup-039,Primary,1.0,31
HAR-HOM-00230,sup-162,Secondary,1.25,44
HAR-HOM-00231,sup-054,Primary,1.0,31
HAR-HOM-00231,sup-027,Secondary,1.19,51
HAR-HOM-00232,sup-099,Primary,1.0,31
HAR-HOM-00232,sup-064,Secondary,1.15,46
HAR-HOM-00233,sup-130,Primary,1.0,31
HAR-HOM-00233,sup-135,Secondary,1.1,43
HAR-HOM-00234,sup-173,Primary,1.0,31
HAR-HOM-00234,sup-182,Secondary,1.21,56
HAR-HOM-00235,sup-035,Primary,1.0,31
HAR-HOM-00235,sup-185,Secondary,1.21,50
HAR-HOM-00236,sup-182,Primary,1.0,31
HAR-HOM-00236,sup-025,Secondary,1.06,43
HAR-HOM-00237,sup-057,Primary,1.0,31
HAR-HOM-00237,sup-113,Secondary,1.23,56
HAR-HOM-00238,sup-094,Primary,1.0,31
HAR-HOM-00238,sup-162,Secondary,1.15,38
HAR-HOM-00239,sup-135,Primary,1.0,31
HAR-HOM-00239,sup-039,Secondary,1.24,51
HAR-HOM-00240,sup-135,Primary,1.0,31
HAR-HOM-00240,sup-013,Secondary,1.22,47
HAR-HOM-00241,sup-119,Primary,1.0,31
HAR-HOM-00241,sup-099,Secondary,1.1,59
HAR-HOM-00242,sup-188,Primary,1.0,31
HAR-HOM-00242,sup-013,Secondary,1.15,61
HAR-HOM-00243,sup-048,Primary,1.0,31
HAR-HOM-00243,sup-113,Secondary,1.16,61
HAR-HOM-00244,sup-013,Primary,1.0,31
HAR-HOM-00244,sup-088,Secondary,1.08,59
HAR-HOM-00245,sup-027,Primary,1.0,31
HAR-HOM-00245,sup-088,Secondary,1.14,42
HAR-HOM-00246,sup-185,Primary,1.0,31
HAR-HOM-00246,sup-100,Secondary,1.23,46
HAR-HOM-00247,sup-182,Primary,1.0,31
HAR-HOM-00247,sup-066,Secondary,1.16,60
HAR-HOM-00248,sup-088,Primary,1.0,31
HAR-HOM-00248,sup-025,Secondary,1.13,57
HAR-HOM-00249,sup-099,Primary,1.0,31
HAR-HOM-00249,sup-100,Secondary,1.13,52
HAR-HOM-00250,sup-185,Primary,1.0,31
HAR-HOM-00250,sup-054,Secondary,1.15,39
HAR-HOM-00251,sup-106,Primary,1.0,31
HAR-HOM-00251,sup-054,Secondary,1.22,52
HAR-HOM-00252,sup-064,Primary,1.0,31
HAR-HOM-00252,sup-119,Secondary,1.19,52
HAR-HOM-00253,sup-017,Primary,1.0,31
HAR-HOM-00253,sup-090,Secondary,1.23,46
HAR-HOM-00254,sup-164,Primary,1.0,31
HAR-HOM-00254,sup-099,Secondary,1.13,53
HAR-HOM-00255,sup-188,Primary,1.0,31
HAR-HOM-00255,sup-142,Secondary,1.24,39
HAR-HOM-00256,sup-130,Primary,1.0,31
HAR-HOM-00256,sup-037,Secondary,1.13,43
HAR-HOM-00257,sup-037,Primary,1.0,31
HAR-HOM-00257,sup-143,Secondary,1.11,59
HAR-HOM-00258,sup-130,Primary,1.0,31
HAR-HOM-00258,sup-172,Secondary,1.25,58
HAR-HOM-00259,sup-119,Primary,1.0,31
HAR-HOM-00259,sup-142,Secondary,1.15,61
HAR-HOM-00260,sup-106,Primary,1.0,31
HAR-HOM-00260,sup-153,Secondary,1.16,49
HAR-HOM-00261,sup-188,Primary,1.0,31
HAR-HOM-00261,sup-185,Secondary,1.13,60
HAR-HOM-00262,sup-135,Primary,1.0,31
HAR-HOM-00262,sup-025,Secondary,1.14,48
HAR-HOM-00263,sup-037,Primary,1.0,31
HAR-HOM-00263,sup-130,Secondary,1.23,54
HAR-HOM-00264,sup-090,Primary,1.0,31
HAR-HOM-00264,sup-185,Secondary,1.06,38
HAR-HOM-00265,sup-066,Primary,1.0,31
HAR-HOM-00265,sup-094,Secondary,1.15,44
HAR-HOM-00266,sup-127,Primary,1.0,31
HAR-HOM-00266,sup-024,Secondary,1.23,39
HAR-HOM-00267,sup-125,Primary,1.0,31
HAR-HOM-00267,sup-113,Secondary,1.07,48
HAR-HOM-00268,sup-099,Primary,1.0,31
HAR-HOM-00268,sup-106,Secondary,1.07,58
HAR-HOM-00269,sup-100,Primary,1.0,31
HAR-HOM-00269,sup-173,Secondary,1.23,56
HAR-HOM-00270,sup-017,Primary,1.0,31
HAR-HOM-00270,sup-064,Secondary,1.19,43
HAR-HOM-00271,sup-035,Primary,1.0,31
HAR-HOM-00271,sup-162,Secondary,1.08,60
HAR-HOM-00272,sup-025,Primary,1.0,31
HAR-HOM-00272,sup-017,Secondary,1.2,49
HAR-HOM-00273,sup-125,Primary,1.0,31
HAR-HOM-00273,sup-013,Secondary,1.18,51
HAR-HOM-00274,sup-185,Primary,1.0,31
HAR-HOM-00274,sup-135,Secondary,1.1,59
HAR-HOM-00275,sup-143,Primary,1.0,31
HAR-HOM-00275,sup-125,Secondary,1.16,49
HAR-HOM-00276,sup-013,Primary,1.0,31
HAR-HOM-00276,sup-064,Secondary,1.1,44
HAR-HOM-00277,sup-188,Primary,1.0,31
HAR-HOM-00277,sup-185,Secondary,1.11,53
HAR-HOM-00278,sup-063,Primary,1.0,31
HAR-HOM-00278,sup-135,Secondary,1.14,60
HAR-HOM-00279,sup-182,Primary,1.0,31
HAR-HOM-00279,sup-099,Secondary,1.21,61
HAR-HOM-00280,sup-057,Primary,1.0,31
HAR-HOM-00280,sup-090,Secondary,1.13,56
HAR-HOM-00281,sup-188,Primary,1.0,31
HAR-HOM-00281,sup-110,Secondary,1.09,43
HAR-HOM-00282,sup-054,Primary,1.0,31
HAR-HOM-00282,sup-088,Secondary,1.09,48
HAR-HOM-00283,sup-039,Primary,1.0,31
HAR-HOM-00283,sup-094,Secondary,1.16,55
HAR-HOM-00284,sup-119,Primary,1.0,31
HAR-HOM-00284,sup-172,Secondary,1.21,55
HAR-HOM-00285,sup-024,Primary,1.0,31
HAR-HOM-00285,sup-099,Secondary,1.12,52
HAR-HOM-00286,sup-153,Primary,1.0,31
HAR-HOM-00286,sup-173,Secondary,1.09,44
HAR-HOM-00287,sup-153,Primary,1.0,31
HAR-HOM-00287,sup-089,Secondary,1.2,56
HAR-HOM-00288,sup-057,Primary,1.0,31
HAR-HOM-00288,sup-162,Secondary,1.14,60
HAR-HOM-00289,sup-025,Primary,1.0,31
HAR-HOM-00289,sup-173,Secondary,1.15,60
HAR-HOM-00290,sup-127,Primary,1.0,31
HAR-HOM-00290,sup-106,Secondary,1.18,51
HAR-HOM-00291,sup-024,Primary,1.0,31
HAR-HOM-00291,sup-113,Secondary,1.05,37
HAR-HOM-00292,sup-127,Primary,1.0,31
HAR-HOM-00292,sup-188,Secondary,1.22,49
HAR-HOM-00293,sup-071,Primary,1.0,31
HAR-HOM-00293,sup-017,Secondary,1.22,46
HAR-HOM-00294,sup-017,Primary,1.0,31
HAR-HOM-00294,sup-135,Secondary,1.1,61
HAR-HOM-00295,sup-113,Primary,1.0,31
HAR-HOM-00295,sup-090,Secondary,1.12,42
HAR-HOM-00296,sup-048,Primary,1.0,31
HAR-HOM-00296,sup-063,Secondary,1.15,55
HAR-HOM-00297,sup-089,Primary,1.0,31
HAR-HOM-00297,sup-110,Secondary,1.24,59
HAR-HOM-00298,sup-130,Primary,1.0,31
HAR-HOM-00298,sup-071,Secondary,1.24,45
HAR-HOM-00299,sup-130,Primary,1.0,31
HAR-HOM-00299,sup-100,Secondary,1.09,61
HAR-HOM-00300,sup-035,Primary,1.0,31
HAR-HOM-00300,sup-188,Secondary,1.13,43
HAR-HOM-00301,sup-110,Primary,1.0,31
HAR-HOM-00301,sup-039,Secondary,1.17,41
HAR-HOM-00302,sup-063,Primary,1.0,31
HAR-HOM-00302,sup-027,Secondary,1.13,59
HAR-HOM-00303,sup-110,Primary,1.0,31
HAR-HOM-00303,sup-090,Secondary,1.07,39
HAR-HOM-00304,sup-143,Primary,1.0,31
HAR-HOM-00304,sup-185,Secondary,1.19,49
HAR-HOM-00305,sup-182,Primary,1.0,31
HAR-HOM-00305,sup-125,Secondary,1.1,51
HAR-HOM-00306,sup-113,Primary,1.0,31
HAR-HOM-00306,sup-099,Secondary,1.15,44
HAR-HOM-00307,sup-173,Primary,1.0,31
HAR-HOM-00307,sup-025,Secondary,1.17,42
HAR-HOM-00308,sup-057,Primary,1.0,31
HAR-HOM-00308,sup-090,Secondary,1.11,47
HAR-HOM-00309,sup-182,Primary,1.0,31
HAR-HOM-00309,sup-173,Secondary,1.23,43
HAR-HOM-00310,sup-143,Primary,1.0,31
HAR-HOM-00310,sup-106,Secondary,1.06,57
HAR-HOM-00311,sup-025,Primary,1.0,31
HAR-HOM-00311,sup-142,Secondary,1.22,41
HAR-HOM-00312,sup-024,Primary,1.0,31
HAR-HOM-00312,sup-127,Secondary,1.14,52
HAR-HOM-00313,sup-188,Primary,1.0,31
HAR-HOM-00313,sup-125,Secondary,1.22,48
HAR-HOM-00314,sup-090,Primary,1.0,31
HAR-HOM-00314,sup-017,Secondary,1.17,47
HAR-HOM-00315,sup-013,Primary,1.0,31
HAR-HOM-00315,sup-135,Secondary,1.1,49
HAR-HOM-00316,sup-162,Primary,1.0,31
HAR-HOM-00316,sup-135,Secondary,1.09,58
HAR-HOM-00317,sup-110,Primary,1.0,31
HAR-HOM-00317,sup-142,Secondary,1.1,43
HAR-HOM-00318,sup-064,Primary,1.0,31
HAR-HOM-00318,sup-135,Secondary,1.08,52
HAR-HOM-00319,sup-027,Primary,1.0,31
HAR-HOM-00319,sup-066,Secondary,1.25,50
HAR-HOM-00320,sup-024,Primary,1.0,31
HAR-HOM-00320,sup-063,Secondary,1.09,58
HAR-HOM-00321,sup-025,Primary,1.0,31
HAR-HOM-00321,sup-048,Secondary,1.17,40
HAR-HOM-00322,sup-094,Primary,1.0,31
HAR-HOM-00322,sup-182,Secondary,1.06,57
HAR-HOM-00323,sup-090,Primary,1.0,31
HAR-HOM-00323,sup-142,Secondary,1.06,43
HAR-HOM-00324,sup-113,Primary,1.0,31
HAR-HOM-00324,sup-089,Secondary,1.24,39
HAR-HOM-00325,sup-143,Primary,1.0,31
HAR-HOM-00325,sup-063,Secondary,1.21,55
HAR-HOM-00326,sup-066,Primary,1.0,31
HAR-HOM-00326,sup-142,Secondary,1.08,57
HAR-HOM-00327,sup-090,Primary,1.0,31
HAR-HOM-00327,sup-089,Secondary,1.08,50
HAR-HOM-00328,sup-027,Primary,1.0,31
HAR-HOM-00328,sup-113,Secondary,1.18,57
HAR-HOM-00329,sup-094,Primary,1.0,31
HAR-HOM-00329,sup-027,Secondary,1.11,50
HAR-HOM-00330,sup-048,Primary,1.0,31
HAR-HOM-00330,sup-173,Secondary,1.08,40
HAR-HOM-00331,sup-188,Primary,1.0,31
HAR-HOM-00331,sup-164,Secondary,1.2,37
HAR-HOM-00332,sup-130,Primary,1.0,31
HAR-HOM-00332,sup-017,Secondary,1.22,42
HAR-HOM-00333,sup-188,Primary,1.0,31
HAR-HOM-00333,sup-100,Secondary,1.12,51
HAR-HOM-00334,sup-025,Primary,1.0,31
HAR-HOM-00334,sup-057,Secondary,1.19,43
HAR-HOM-00335,sup-125,Primary,1.0,31
HAR-HOM-00335,sup-135,Secondary,1.11,48
HAR-HOM-00336,sup-185,Primary,1.0,31
HAR-HOM-00336,sup-130,Secondary,1.07,40
HAR-HOM-00337,sup-094,Primary,1.0,31
HAR-HOM-00337,sup-088,Secondary,1.25,38
HAR-HOM-00338,sup-130,Primary,1.0,31
HAR-HOM-00338,sup-089,Secondary,1.15,41
HAR-HOM-00339,sup-099,Primary,1.0,31
HAR-HOM-00339,sup-063,Secondary,1.14,58
HAR-HOM-00340,sup-100,Primary,1.0,31
HAR-HOM-00340,sup-039,Secondary,1.13,50
HAR-HOM-00341,sup-173,Primary,1.0,31
HAR-HOM-00341,sup-100,Secondary,1.1,47
HAR-HOM-00342,sup-125,Primary,1.0,31
HAR-HOM-00342,sup-048,Secondary,1.24,46
HAR-HOM-00343,sup-024,Primary,1.0,31
HAR-HOM-00343,sup-164,Secondary,1.14,58
HAR-HOM-00344,sup-088,Primary,1.0,31
HAR-HOM-00344,sup-153,Secondary,1.18,51
HAR-HOM-00345,sup-113,Primary,1.0,31
HAR-HOM-00345,sup-130,Secondary,1.24,60
HAR-HOM-00346,sup-182,Primary,1.0,31
HAR-HOM-00346,sup-130,Secondary,1.08,56
HAR-HOM-00347,sup-024,Primary,1.0,31
HAR-HOM-00347,sup-037,Secondary,1.12,50
HAR-HOM-00348,sup-127,Primary,1.0,31
HAR-HOM-00348,sup-106,Secondary,1.13,59
HAR-HOM-00349,sup-024,Primary,1.0,31
HAR-HOM-00349,sup-025,Secondary,1.08,43
HAR-HOM-00350,sup-162,Primary,1.0,31
HAR-HOM-00350,sup-110,Secondary,1.13,51
HAR-HOM-00351,sup-119,Primary,1.0,31
HAR-HOM-00351,sup-071,Secondary,1.17,60
HAR-HOM-00352,sup-027,Primary,1.0,31
HAR-HOM-00352,sup-173,Secondary,1.21,52
HAR-HOM-00353,sup-142,Primary,1.0,31
HAR-HOM-00353,sup-099,Secondary,1.18,50
HAR-HOM-00354,sup-099,Primary,1.0,31
HAR-HOM-00354,sup-088,Secondary,1.09,37
HAR-HOM-00355,sup-125,Primary,1.0,31
HAR-HOM-00355,sup-035,Secondary,1.21,44
HAR-HOM-00356,sup-122,Primary,1.0,31
HAR-HOM-00356,sup-063,Secondary,1.21,61
HAR-HOM-00357,sup-063,Primary,1.0,31
HAR-HOM-00357,sup-188,Secondary,1.16,59
HAR-HOM-00358,sup-122,Primary,1.0,31
HAR-HOM-00358,sup-110,Secondary,1.24,44
HAR-HOM-00359,sup-048,Primary,1.0,31
HAR-HOM-00359,sup-113,Secondary,1.06,39
HAR-HOM-00360,sup-188,Primary,1.0,31
HAR-HOM-00360,sup-185,Secondary,1.25,53
HAR-HOM-00361,sup-088,Primary,1.0,31
HAR-HOM-00361,sup-173,Secondary,1.23,56
HAR-HOM-00362,sup-185,Primary,1.0,31
HAR-HOM-00362,sup-164,Secondary,1.12,58
HAR-HOM-00363,sup-064,Primary,1.0,31
HAR-HOM-00363,sup-135,Secondary,1.16,49
HAR-HOM-00364,sup-127,Primary,1.0,31
HAR-HOM-00364,sup-162,Secondary,1.07,40
HAR-HOM-00365,sup-142,Primary,1.0,31
HAR-HOM-00365,sup-113,Secondary,1.06,43
HAR-HOM-00366,sup-173,Primary,1.0,31
HAR-HOM-00366,sup-182,Secondary,1.07,45
HAR-HOM-00367,sup-130,Primary,1.0,31
HAR-HOM-00367,sup-066,Secondary,1.11,43
HAR-HOM-00368,sup-162,Primary,1.0,31
HAR-HOM-00368,sup-142,Secondary,1.16,38
HAR-HOM-00369,sup-172,Primary,1.0,31
HAR-HOM-00369,sup-035,Secondary,1.25,45
HAR-HOM-00370,sup-185,Primary,1.0,31
HAR-HOM-00370,sup-090,Secondary,1.06,55
HAR-HOM-00371,sup-057,Primary,1.0,31
HAR-HOM-00371,sup-110,Secondary,1.12,47
HAR-HOM-00372,sup-188,Primary,1.0,31
HAR-HOM-00372,sup-089,Secondary,1.21,43
HAR-HOM-00373,sup-106,Primary,1.0,31
HAR-HOM-00373,sup-135,Secondary,1.12,50
HAR-HOM-00374,sup-162,Primary,1.0,31
HAR-HOM-00374,sup-122,Secondary,1.09,47
HAR-HOM-00375,sup-027,Primary,1.0,31
HAR-HOM-00375,sup-182,Secondary,1.07,61
HAR-HOM-00376,sup-113,Primary,1.0,31
HAR-HOM-00376,sup-090,Secondary,1.17,41
HAR-HOM-00377,sup-173,Primary,1.0,31
HAR-HOM-00377,sup-064,Secondary,1.2,39
HAR-HOM-00378,sup-185,Primary,1.0,31
HAR-HOM-00378,sup-089,Secondary,1.21,46
HAR-HOM-00379,sup-162,Primary,1.0,31
HAR-HOM-00379,sup-054,Secondary,1.19,45
HAR-HOM-00380,sup-142,Primary,1.0,31
HAR-HOM-00380,sup-054,Secondary,1.1,54
HAR-HOM-00381,sup-142,Primary,1.0,31
HAR-HOM-00381,sup-119,Secondary,1.19,57
HAR-HOM-00382,sup-164,Primary,1.0,31
HAR-HOM-00382,sup-048,Secondary,1.23,40
HAR-HOM-00383,sup-017,Primary,1.0,31
HAR-HOM-00383,sup-094,Secondary,1.18,52
HAR-HOM-00384,sup-035,Primary,1.0,31
HAR-HOM-00384,sup-106,Secondary,1.06,39
HAR-HOM-00385,sup-100,Primary,1.0,31
HAR-HOM-00385,sup-066,Secondary,1.16,38
HAR-HOM-00386,sup-164,Primary,1.0,31
HAR-HOM-00386,sup-025,Secondary,1.07,61
HAR-HOM-00387,sup-013,Primary,1.0,31
HAR-HOM-00387,sup-057,Secondary,1.09,54
HAR-HOM-00388,sup-142,Primary,1.0,31
HAR-HOM-00388,sup-064,Secondary,1.24,49
HAR-HOM-00389,sup-025,Primary,1.0,31
HAR-HOM-00389,sup-089,Secondary,1.25,44
HAR-HOM-00390,sup-172,Primary,1.0,31
HAR-HOM-00390,sup-024,Secondary,1.06,52
HAR-HOM-00391,sup-013,Primary,1.0,31
HAR-HOM-00391,sup-173,Secondary,1.18,60
HAR-HOM-00392,sup-099,Primary,1.0,31
HAR-HOM-00392,sup-063,Secondary,1.23,50
HAR-HOM-00393,sup-090,Primary,1.0,31
HAR-HOM-00393,sup-017,Secondary,1.16,40
HAR-HOM-00394,sup-172,Primary,1.0,31
HAR-HOM-00394,sup-100,Secondary,1.18,43
HAR-HOM-00395,sup-048,Primary,1.0,31
HAR-HOM-00395,sup-089,Secondary,1.05,54
HAR-HOM-00396,sup-037,Primary,1.0,31
HAR-HOM-00396,sup-113,Secondary,1.23,39
HAR-HOM-00397,sup-017,Primary,1.0,31
HAR-HOM-00397,sup-142,Secondary,1.2,46
HAR-HOM-00398,sup-048,Primary,1.0,31
HAR-HOM-00398,sup-037,Secondary,1.22,59
HAR-HOM-00399,sup-162,Primary,1.0,31
HAR-HOM-00399,sup-013,Secondary,1.12,59
HAR-HOM-00400,sup-135,Primary,1.0,31
HAR-HOM-00400,sup-113,Secondary,1.19,38
HAR-HOM-00401,sup-089,Primary,1.0,31
HAR-HOM-00401,sup-143,Secondary,1.07,47
HAR-HOM-00402,sup-185,Primary,1.0,31
HAR-HOM-00402,sup-089,Secondary,1.19,38
HAR-HOM-00403,sup-188,Primary,1.0,31
HAR-HOM-00403,sup-119,Secondary,1.23,53
HAR-HOM-00404,sup-035,Primary,1.0,31
HAR-HOM-00404,sup-054,Secondary,1.11,43
HAR-HOM-00405,sup-173,Primary,1.0,31
HAR-HOM-00405,sup-064,Secondary,1.08,53
HAR-HOM-00406,sup-153,Primary,1.0,31
HAR-HOM-00406,sup-110,Secondary,1.21,53
HAR-HOM-00407,sup-164,Primary,1.0,31
HAR-HOM-00407,sup-024,Secondary,1.19,49
HAR-HOM-00408,sup-013,Primary,1.0,31
HAR-HOM-00408,sup-064,Secondary,1.1,52
HAR-HOM-00409,sup-185,Primary,1.0,31
HAR-HOM-00409,sup-142,Secondary,1.08,61
HAR-HOM-00410,sup-127,Primary,1.0,31
HAR-HOM-00410,sup-182,Secondary,1.13,42
HAR-HOM-00411,sup-172,Primary,1.0,31
HAR-HOM-00411,sup-039,Secondary,1.09,60
HAR-HOM-00412,sup-066,Primary,1.0,31
HAR-HOM-00412,sup-024,Secondary,1.25,49
HAR-HOM-00413,sup-057,Primary,1.0,31
HAR-HOM-00413,sup-100,Secondary,1.11,58
HAR-HOM-00414,sup-100,Primary,1.0,31
HAR-HOM-00414,sup-122,Secondary,1.11,56
HAR-HOM-00415,sup-063,Primary,1.0,31
HAR-HOM-00415,sup-048,Secondary,1.13,40
HAR-HOM-00416,sup-125,Primary,1.0,31
HAR-HOM-00416,sup-024,Secondary,1.1,51
HAR-HOM-00417,sup-090,Primary,1.0,31
HAR-HOM-00417,sup-106,Secondary,1.09,39
HAR-HOM-00418,sup-113,Primary,1.0,31
HAR-HOM-00418,sup-088,Secondary,1.23,52
HAR-HOM-00419,sup-035,Primary,1.0,31
HAR-HOM-00419,sup-090,Secondary,1.25,50
HAR-HOM-00420,sup-090,Primary,1.0,31
HAR-HOM-00420,sup-127,Secondary,1.13,57
HAR-HOM-00421,sup-048,Primary,1.0,31
HAR-HOM-00421,sup-039,Secondary,1.19,46
HAR-HOM-00422,sup-100,Primary,1.0,31
HAR-HOM-00422,sup-039,Secondary,1.15,45
HAR-HOM-00423,sup-048,Primary,1.0,31
HAR-HOM-00423,sup-127,Secondary,1.22,55
HAR-HOM-00424,sup-153,Primary,1.0,31
HAR-HOM-00424,sup-066,Secondary,1.22,43
HAR-HOM-00425,sup-173,Primary,1.0,31
HAR-HOM-00425,sup-119,Secondary,1.17,42
HAR-HOM-00426,sup-048,Primary,1.0,31
HAR-HOM-00426,sup-094,Secondary,1.08,54
HAR-HOM-00427,sup-048,Primary,1.0,31
HAR-HOM-00427,sup-173,Secondary,1.15,47
HAR-HOM-00428,sup-106,Primary,1.0,31
HAR-HOM-00428,sup-025,Secondary,1.08,41
HAR-HOM-00429,sup-153,Primary,1.0,31
HAR-HOM-00429,sup-127,Secondary,1.25,45
HAR-HOM-00430,sup-100,Primary,1.0,31
HAR-HOM-00430,sup-172,Secondary,1.11,37
HAR-HOM-00431,sup-017,Primary,1.0,31
HAR-HOM-00431,sup-122,Secondary,1.23,61
HAR-HOM-00432,sup-037,Primary,1.0,31
HAR-HOM-00432,sup-162,Secondary,1.16,60
HAR-HOM-00433,sup-064,Primary,1.0,31
HAR-HOM-00433,sup-188,Secondary,1.22,55
HAR-HOM-00434,sup-185,Primary,1.0,31
HAR-HOM-00434,sup-024,Secondary,1.18,54
HAR-HOM-00435,sup-025,Primary,1.0,31
HAR-HOM-00435,sup-063,Secondary,1.11,59
HAR-HOM-00436,sup-094,Primary,1.0,31
HAR-HOM-00436,sup-162,Secondary,1.11,46
HAR-HOM-00437,sup-039,Primary,1.0,31
HAR-HOM-00437,sup-057,Secondary,1.16,39
HAR-HOM-00438,sup-135,Primary,1.0,31
HAR-HOM-00438,sup-125,Secondary,1.24,53
HAR-HOM-00439,sup-127,Primary,1.0,31
HAR-HOM-00439,sup-142,Secondary,1.16,52
HAR-HOM-00440,sup-164,Primary,1.0,31
HAR-HOM-00440,sup-066,Secondary,1.17,54
HAR-HOM-00441,sup-035,Primary,1.0,31
HAR-HOM-00441,sup-173,Secondary,1.11,52
HAR-HOM-00442,sup-130,Primary,1.0,31
HAR-HOM-00442,sup-066,Secondary,1.2,61
HAR-HOM-00443,sup-125,Primary,1.0,31
HAR-HOM-00443,sup-172,Secondary,1.08,54
HAR-HOM-00444,sup-164,Primary,1.0,31
HAR-HOM-00444,sup-119,Secondary,1.09,40
HAR-HOM-00445,sup-130,Primary,1.0,31
HAR-HOM-00445,sup-025,Secondary,1.19,47
HAR-HOM-00446,sup-119,Primary,1.0,31
HAR-HOM-00446,sup-173,Secondary,1.16,50
HAR-HOM-00447,sup-122,Primary,1.0,31
HAR-HOM-00447,sup-048,Secondary,1.19,38
HAR-HOM-00448,sup-099,Primary,1.0,31
HAR-HOM-00448,sup-173,Secondary,1.14,52
HAR-HOM-00449,sup-125,Primary,1.0,31
HAR-HOM-00449,sup-035,Secondary,1.15,46
HAR-HOM-00450,sup-099,Primary,1.0,31
HAR-HOM-00450,sup-037,Secondary,1.14,53
HAR-HOM-00451,sup-090,Primary,1.0,31
HAR-HOM-00451,sup-173,Secondary,1.2,55
HAR-HOM-00452,sup-135,Primary,1.0,31
HAR-HOM-00452,sup-089,Secondary,1.12,43
HAR-HOM-00453,sup-119,Primary,1.0,31
HAR-HOM-00453,sup-054,Secondary,1.17,43
HAR-HOM-00454,sup-057,Primary,1.0,31
HAR-HOM-00454,sup-173,Secondary,1.17,45
HAR-HOM-00455,sup-024,Primary,1.0,31
HAR-HOM-00455,sup-017,Secondary,1.09,40
HAR-HOM-00456,sup-172,Primary,1.0,31
HAR-HOM-00456,sup-025,Secondary,1.07,58
HAR-HOM-00457,sup-113,Primary,1.0,31
HAR-HOM-00457,sup-135,Secondary,1.21,41
HAR-HOM-00458,sup-088,Primary,1.0,31
HAR-HOM-00458,sup-071,Secondary,1.07,44
HAR-HOM-00459,sup-037,Primary,1.0,31
HAR-HOM-00459,sup-066,Secondary,1.23,54
HAR-HOM-00460,sup-037,Primary,1.0,31
HAR-HOM-00460,sup-094,Secondary,1.05,46
HAR-HOM-00461,sup-089,Primary,1.0,31
HAR-HOM-00461,sup-142,Secondary,1.15,38
HAR-HOM-00462,sup-153,Primary,1.0,31
HAR-HOM-00462,sup-090,Secondary,1.19,45
HAR-HOM-00463,sup-037,Primary,1.0,31
HAR-HOM-00463,sup-048,Secondary,1.21,38
HAR-HOM-00464,sup-153,Primary,1.0,31
HAR-HOM-00464,sup-106,Secondary,1.18,52
HAR-HOM-00465,sup-066,Primary,1.0,31
HAR-HOM-00465,sup-185,Secondary,1.16,45
HAR-HOM-00466,sup-037,Primary,1.0,31
HAR-HOM-00466,sup-125,Secondary,1.1,39
HAR-HOM-00467,sup-142,Primary,1.0,31
HAR-HOM-00467,sup-089,Secondary,1.21,41
HAR-HOM-00468,sup-013,Primary,1.0,31
HAR-HOM-00468,sup-125,Secondary,1.07,39
HAR-HOM-00469,sup-037,Primary,1.0,31
HAR-HOM-00469,sup-164,Secondary,1.16,49
HAR-HOM-00470,sup-182,Primary,1.0,31
HAR-HOM-00470,sup-090,Secondary,1.23,41
HAR-HOM-00471,sup-048,Primary,1.0,31
HAR-HOM-00471,sup-017,Secondary,1.08,56
HAR-HOM-00472,sup-035,Primary,1.0,31
HAR-HOM-00472,sup-119,Secondary,1.21,44
HAR-HOM-00473,sup-024,Primary,1.0,31
HAR-HOM-00473,sup-162,Secondary,1.13,43
HAR-HOM-00474,sup-173,Primary,1.0,31
HAR-HOM-00474,sup-024,Secondary,1.23,54
HAR-HOM-00475,sup-110,Primary,1.0,31
HAR-HOM-00475,sup-090,Secondary,1.15,52
HAR-HOM-00476,sup-110,Primary,1.0,31
HAR-HOM-00476,sup-027,Secondary,1.09,49
HAR-HOM-00477,sup-025,Primary,1.0,31
HAR-HOM-00477,sup-089,Secondary,1.13,57
HAR-HOM-00478,sup-048,Primary,1.0,31
HAR-HOM-00478,sup-066,Secondary,1.12,44
HAR-HOM-00479,sup-143,Primary,1.0,31
HAR-HOM-00479,sup-162,Secondary,1.15,59
HAR-HOM-00480,sup-164,Primary,1.0,31
HAR-HOM-00480,sup-143,Secondary,1.08,40
HAR-HOM-00481,sup-025,Primary,1.0,31
HAR-HOM-00481,sup-106,Secondary,1.08,48
HAR-HOM-00482,sup-025,Primary,1.0,31
HAR-HOM-00482,sup-054,Secondary,1.13,55
HAR-HOM-00483,sup-164,Primary,1.0,31
HAR-HOM-00483,sup-130,Secondary,1.19,42
HAR-HOM-00484,sup-182,Primary,1.0,31
HAR-HOM-00484,sup-054,Secondary,1.08,52
HAR-HOM-00485,sup-106,Primary,1.0,31
HAR-HOM-00485,sup-100,Secondary,1.2,51
HAR-HOM-00486,sup-088,Primary,1.0,31
HAR-HOM-00486,sup-064,Secondary,1.08,53
HAR-HOM-00487,sup-035,Primary,1.0,31
HAR-HOM-00487,sup-089,Secondary,1.25,42
HAR-HOM-00488,sup-035,Primary,1.0,31
