PO_Number,SKU,Supplier_ID,Location_ID,Order_Date,Expected_Arrival_Date,Actual_Arrival_Date,Quantity_Ordered,Quantity_Received,Status
PO-0041260,HOB-ART-00114,sup-182,str-001,2026-05-07,2026-06-01,2026-06-01,241,224,Delivered
PO-0041261,PRE-LUX-00054,sup-024,str-001,2025-12-15,2026-01-18,2026-01-18,323,254,Delivered
PO-0041262,FUR-GEN-00679,sup-024,str-001,2026-06-20,2026-07-29,2026-07-30,285,216,Delivered
PO-0041263,APP-MEN-01334,sup-149,str-001,2026-07-27,2026-08-10,2026-08-10,358,327,Delivered
PO-0041264,SER-SOL-00882,sup-017,wh-001,2025-10-10,2025-10-29,2025-10-29,113,110,Delivered
PO-0041265,PER-CAR-00293,sup-113,wh-001,2025-10-11,2025-11-05,2025-11-05,248,176,Delivered
PO-0041266,APP-MEN-00052,sup-042,wh-001,2026-08-03,2026-08-17,2026-08-17,444,406,Delivered
PO-0041267,OFF-BUS-00426,sup-099,wh-001,2026-06-19,2026-07-17,2026-07-17,82,74,Delivered
PO-0041268,TRA-PRO-00437,sup-182,str-001,2026-03-20,2026-04-28,2026-04-28,123,122,Delivered
PO-0041269,PRE-LUX-00070,sup-064,str-001,2026-05-01,2026-06-04,2026-06-04,119,97,Delivered
PO-0041270,WAT-TIM-00268,sup-094,wh-001,2025-10-31,2025-11-23,2025-11-23,136,122,Delivered
PO-0041271,GRO-FOO-00419,sup-191,str-001,2026-01-02,2026-01-17,2026-01-17,235,200,Delivered
PO-0041272,PAI-DEC-00300,sup-054,str-001,2026-03-13,2026-04-20,2026-04-20,203,198,Delivered
PO-0041273,HOM-APP-00609,sup-058,wh-001,2026-02-23,2026-05-11,2026-05-11,386,317,Delivered
PO-0041274,GAR-OUT-00682,sup-130,str-001,2025-09-28,2025-10-23,2025-10-23,394,327,Delivered
PO-0041275,MEA-SEA-00575,sup-028,wh-001,2026-05-20,2026-05-22,2026-05-22,142,129,Delivered
PO-0041276,STA-OFF-00327,sup-153,wh-001,2026-03-30,2026-05-07,2026-05-07,235,197,Delivered
PO-0041277,APP-CHI-00928,sup-197,str-001,2026-07-13,2026-08-11,2026-08-15,448,47,Delivered
PO-0041278,BEV-GEN-00509,sup-002,wh-001,2025-09-30,2025-10-13,2025-10-13,371,266,Delivered
PO-0041279,GRO-FOO-01714,sup-175,str-001,2026-04-14,2026-04-29,2026-05-11,213,185,Delivered
PO-0041280,WAT-TIM-00060,sup-122,str-001,2026-07-29,2026-08-21,2026-08-21,402,307,Delivered
PO-0041281,FES-SEA-00978,sup-172,wh-001,2026-07-13,2026-08-01,2026-08-01,465,459,Delivered
PO-0041282,ART-DEC-00331,sup-024,wh-001,2026-06-07,2026-07-02,2026-07-14,172,141,Delivered
PO-0041283,BAB-MAT-00916,sup-113,wh-001,2026-07-15,2026-08-26,2026-08-26,55,42,Delivered
PO-0041284,PAI-DEC-00377,sup-064,wh-001,2026-06-24,2026-08-01,2026-08-01,376,307,Delivered
PO-0041285,APP-CHI-00568,sup-139,wh-001,2025-10-02,2025-10-31,2025-10-31,471,358,Delivered
PO-0041286,APP-CHI-00161,sup-087,wh-001,2026-05-25,2026-06-23,2026-06-23,101,31,Delivered
PO-0041287,SAF-SEC-00016,sup-127,wh-001,2025-12-09,2026-01-21,2026-01-21,387,106,Delivered
PO-0041288,HOM-FUR-00324,sup-130,wh-001,2026-07-30,2026-09-13,2026-09-13,107,39,Delivered
PO-0041289,APP-MEN-00445,sup-107,str-001,2026-07-01,2026-07-15,2026-07-15,54,44,Delivered
PO-0041290,COM-MOB-00529,sup-016,str-001,2026-09-07,2026-11-02,,492,,In-Transit
PO-0041291,COM-MOB-00829,sup-072,wh-001,2026-01-31,2026-03-28,2026-03-28,440,357,Delivered
PO-0041292,HOU-CLE-00631,sup-182,str-001,2026-08-16,2026-09-27,,58,,In-Transit
PO-0041293,REG-CON-00171,sup-100,str-001,2025-12-11,2026-01-13,2026-01-13,455,357,Delivered
PO-0041294,APP-MEN-01280,sup-059,wh-001,2026-08-31,2026-09-14,2026-09-14,421,91,Delivered
PO-0041295,JEW-GEN-00583,sup-088,str-001,2026-04-07,2026-04-30,2026-04-30,232,215,Delivered
PO-0041296,FRE-PRO-00265,sup-034,str-001,2026-07-13,2026-07-14,2026-07-14,158,143,Delivered
PO-0041297,CON-ELE-00349,sup-105,str-001,2026-05-04,2026-06-12,2026-06-12,436,410,Delivered
PO-0041298,GRO-FOO-01961,sup-065,str-001,2025-09-30,2025-10-15,2025-10-15,289,231,Delivered
PO-0041299,APP-MEN-00491,sup-149,wh-001,2026-02-09,2026-02-23,2026-02-23,91,85,Delivered
PO-0041300,TRA-PRO-00078,sup-090,wh-001,2026-02-28,2026-04-08,2026-04-08,143,46,Delivered
PO-0041301,ART-DEC-00074,sup-142,wh-001,2025-11-25,2025-12-20,2025-12-20,176,155,Delivered
PO-0041302,BEV-GEN-00948,sup-002,wh-001,2026-04-24,2026-05-07,2026-05-15,140,105,Delivered
PO-0041303,BOO-GEN-00702,sup-119,wh-001,2025-12-12,2025-12-27,2025-12-27,264,226,Delivered
PO-0041304,BAK-CON-01095,sup-061,str-001,2026-07-26,2026-07-27,2026-07-27,244,202,Delivered
PO-0041305,DAI-REF-00198,sup-166,wh-001,2025-12-23,2025-12-26,2025-12-26,477,373,Delivered
PO-0041306,PRE-LUX-00296,sup-100,wh-001,2026-04-20,2026-05-24,2026-05-24,160,131,Delivered
PO-0041307,PAP-DIS-00263,sup-090,wh-001,2025-12-30,2026-02-04,2026-02-07,126,108,Delivered
PO-0041308,HOB-ART-00670,sup-100,wh-001,2025-12-12,2026-01-06,2026-01-06,474,407,Delivered
PO-0041309,STA-OFF-00241,sup-122,wh-001,2026-06-26,2026-08-03,2026-08-03,358,285,Delivered
PO-0041310,BAB-MAT-00516,sup-088,str-001,2026-03-01,2026-04-12,2026-04-12,245,241,Delivered
PO-0041311,APP-MEN-00098,sup-104,wh-001,2025-09-14,2025-09-28,2025-09-28,356,331,Delivered
PO-0041312,SER-SOL-00714,sup-119,wh-001,2026-08-20,2026-09-08,2026-09-22,117,91,Delivered
PO-0041313,FLO-FLO-00157,sup-182,wh-001,2025-11-27,2025-12-24,2025-12-24,53,50,Delivered
PO-0041314,HOU-CLE-00151,sup-106,str-001,2026-06-14,2026-07-26,2026-07-26,472,448,Delivered
PO-0041315,HOU-CLE-00269,sup-048,wh-001,2026-02-14,2026-03-28,2026-03-28,326,310,Delivered
PO-0041316,REL-CUL-00181,sup-106,wh-001,2026-06-22,2026-07-19,2026-07-19,408,406,Delivered
PO-0041317,PAR-CEL-00473,sup-142,wh-001,2026-08-25,2026-09-23,,187,,In-Transit
PO-0041318,APP-CHI-00721,sup-171,wh-001,2026-08-18,2026-09-16,,253,,In-Transit
PO-0041319,ELE-LIG-00347,sup-057,str-001,2025-09-28,2025-10-25,2025-10-25,371,357,Delivered
PO-0041320,DIG-NON-00278,sup-113,wh-001,2026-08-29,2026-09-12,2026-09-18,115,79,Delivered
PO-0041321,FRO-REA-00116,sup-117,str-001,2026-01-01,2026-01-10,2026-01-10,222,211,Delivered
PO-0041322,BAK-CON-00557,sup-078,wh-001,2025-09-30,2025-10-01,2025-10-01,286,239,Delivered
PO-0041323,SLE-WEL-00208,sup-130,wh-001,2025-11-06,2025-11-29,2025-11-29,89,72,Delivered
PO-0041324,HOB-ART-00215,sup-037,str-001,2026-05-16,2026-06-10,2026-06-10,354,342,Delivered
PO-0041325,SEW-TEX-00179,sup-127,wh-001,2026-06-07,2026-06-25,2026-06-25,56,25,Delivered
PO-0041326,MEA-SEA-00926,sup-082,str-001,2026-06-03,2026-06-05,2026-06-05,78,77,Delivered
PO-0041327,CON-ELE-00713,sup-014,wh-001,2026-08-16,2026-09-24,,217,,In-Transit
PO-0041328,PET-PET-00643,sup-060,wh-001,2026-02-14,2026-03-02,2026-03-02,382,72,Delivered
PO-0041329,KIT-DIN-01144,sup-027,wh-001,2025-12-14,2026-01-10,2026-01-10,111,94,Delivered
PO-0041330,APP-WOM-00284,sup-021,wh-001,2026-05-18,2026-06-10,2026-06-10,295,263,Delivered
PO-0041331,SEW-TEX-00312,sup-057,str-001,2026-06-08,2026-06-26,2026-06-26,305,81,Delivered
PO-0041332,FUR-GEN-00830,sup-013,str-001,2026-09-12,2026-10-21,,263,,In-Transit
PO-0041333,KIT-DIN-00139,sup-025,str-001,2026-01-21,2026-02-17,2026-02-17,474,438,Delivered
PO-0041334,APP-WOM-00221,sup-042,wh-001,2026-04-15,2026-05-08,2026-05-08,286,235,Delivered
PO-0041335,SPE-PRO-00536,sup-071,wh-001,2026-08-31,2026-10-15,,50,,In-Transit
PO-0041336,HOM-FUR-00745,sup-122,str-001,2026-04-12,2026-05-27,2026-05-27,209,169,Delivered
PO-0041337,GRO-FOO-00024,sup-178,wh-001,2026-07-03,2026-07-18,2026-07-21,446,426,Delivered
PO-0041338,COM-MOB-00909,sup-189,wh-001,2026-04-14,2026-06-09,2026-06-20,159,146,Delivered
PO-0041339,GRO-FOO-00824,sup-193,str-001,2025-10-11,2025-10-26,2025-10-26,154,151,Delivered
PO-0041340,HEA-WEL-00296,sup-048,str-001,2026-05-28,2026-06-15,2026-06-15,433,400,Delivered
PO-0041341,FAS-ACC-00243,sup-042,wh-001,2026-05-04,2026-06-10,2026-06-10,365,304,Delivered
PO-0041342,ELE-LIG-00214,sup-025,str-001,2026-02-10,2026-03-09,2026-03-09,215,51,Delivered
PO-0041343,KIT-DIN-00967,sup-122,wh-001,2026-09-14,2026-10-11,,490,,In-Transit
PO-0041344,GAR-OUT-00554,sup-037,str-001,2025-09-28,2025-10-23,2025-10-23,319,314,Delivered
PO-0041345,SPO-FIT-00820,sup-130,wh-001,2026-02-11,2026-03-26,2026-03-26,189,148,Delivered
PO-0041346,APP-CHI-00952,sup-038,str-001,2026-02-01,2026-03-02,2026-03-02,356,312,Delivered
PO-0041347,APP-MEN-00405,sup-001,wh-001,2025-12-22,2026-01-05,2026-01-05,140,137,Delivered
PO-0041348,PRE-LUX-00102,sup-173,wh-001,2026-07-13,2026-08-16,2026-08-26,75,31,Delivered
PO-0041349,HOU-CLE-00324,sup-164,str-001,2026-02-08,2026-03-22,2026-03-22,77,69,Delivered
PO-0041350,AUT-GEN-00729,sup-135,wh-001,2026-03-17,2026-04-16,2026-04-16,446,339,Delivered
PO-0041351,FRO-REA-00192,sup-080,wh-001,2026-08-23,2026-09-01,2026-09-01,430,400,Delivered
PO-0041352,BAB-MAT-00155,sup-094,str-001,2026-08-17,2026-09-28,,54,,In-Transit
PO-0041353,BAB-MAT-00951,sup-071,str-001,2025-09-25,2025-11-06,2025-11-06,226,190,Delivered
PO-0041354,REL-CUL-00179,sup-071,wh-001,2025-12-20,2026-01-16,2026-01-16,455,400,Delivered
PO-0041355,FRO-REA-00311,sup-152,wh-001,2026-01-03,2026-01-12,2026-01-12,84,71,Delivered
PO-0041356,ELE-LIG-00292,sup-048,str-001,2026-07-19,2026-08-15,2026-08-23,275,272,Delivered
PO-0041357,ELE-LIG-00204,sup-099,str-001,2026-02-25,2026-03-24,2026-03-24,436,404,Delivered
PO-0041358,HOB-ART-00182,sup-071,str-001,2025-12-27,2026-01-21,2026-01-31,105,88,Delivered
PO-0041359,MEA-SEA-00779,sup-078,wh-001,2025-09-15,2025-09-17,2025-09-28,146,118,Delivered
PO-0041360,PER-CAR-00593,sup-094,wh-001,2026-01-09,2026-02-03,2026-02-03,468,423,Delivered
PO-0041361,SER-SOL-00169,sup-089,str-001,2025-10-04,2025-10-23,2025-10-23,410,295,Delivered
PO-0041362,GAR-OUT-00654,sup-099,wh-001,2025-12-24,2026-01-18,2026-01-18,67,57,Delivered
PO-0041363,APP-WOM-00646,sup-030,str-001,2025-09-29,2025-10-22,2025-10-22,312,277,Delivered
PO-0041364,HEA-WEL-00275,sup-130,wh-001,2026-04-09,2026-04-27,2026-04-27,217,57,Delivered
PO-0041365,APP-CHI-01089,sup-087,wh-001,2025-11-17,2025-12-16,2025-12-16,325,317,Delivered
PO-0041366,GRO-FOO-00131,sup-003,wh-001,2026-08-13,2026-08-28,2026-08-28,63,56,Delivered
PO-0041367,PET-PET-00313,sup-020,str-001,2026-05-31,2026-06-16,2026-06-16,433,183,Delivered
PO-0041368,DAI-REF-00379,sup-179,str-001,2026-03-15,2026-03-18,2026-03-18,471,455,Delivered
PO-0041369,FRO-REA-00403,sup-011,wh-001,2026-02-21,2026-03-02,2026-03-02,311,282,Delivered
PO-0041370,SPO-FIT-00333,sup-122,str-001,2026-06-01,2026-07-14,2026-07-28,159,134,Delivered
PO-0041371,SNA-GEN-00163,sup-193,wh-001,2026-08-06,2026-08-13,2026-08-13,454,439,Delivered
PO-0041372,PAP-DIS-00242,sup-024,str-001,2025-12-12,2026-01-17,2026-01-28,259,205,Delivered
PO-0041373,BEA-COS-00937,sup-162,str-001,2026-01-30,2026-02-26,2026-02-26,363,346,Delivered
PO-0041374,MEA-SEA-00224,sup-115,wh-001,2026-07-29,2026-07-31,2026-07-31,376,340,Delivered
PO-0041375,SPE-ACC-00229,sup-094,wh-001,2026-01-26,2026-03-11,2026-03-11,371,37,Delivered
PO-0041376,GRO-FOO-00025,sup-156,wh-001,2025-11-10,2025-11-25,2025-11-25,479,56,Delivered
PO-0041377,GRO-FOO-00379,sup-168,wh-001,2026-08-03,2026-08-18,2026-08-18,246,195,Delivered
PO-0041378,HOB-ART-00198,sup-143,str-001,2026-08-30,2026-09-24,,400,,In-Transit
PO-0041379,PAI-DEC-00024,sup-017,str-001,2026-01-21,2026-02-28,2026-02-28,401,384,Delivered
PO-0041380,FOO-GEN-00870,sup-111,str-001,2026-06-25,2026-08-02,2026-08-02,73,72,Delivered
PO-0041381,BAK-CON-00797,sup-124,str-001,2026-02-07,2026-02-08,2026-02-08,130,126,Delivered
PO-0041382,SPO-FIT-00738,sup-153,str-001,2025-10-27,2025-12-09,2025-12-09,212,173,Delivered
PO-0041383,FOO-BEV-00050,sup-049,wh-001,2025-11-30,2025-12-02,2025-12-02,328,88,Delivered
PO-0041384,GRO-FOO-01204,sup-070,str-001,2026-02-09,2026-02-24,2026-02-24,408,376,Delivered
PO-0041385,DIG-NON-00119,sup-173,wh-001,2026-03-28,2026-04-11,2026-04-11,471,399,Delivered
PO-0041386,FAS-ACC-00671,sup-010,str-001,2026-08-20,2026-09-26,,361,,In-Transit
PO-0041387,BAK-CON-00218,sup-179,str-001,2025-09-20,2025-09-21,2025-09-21,223,217,Delivered
PO-0041388,DAI-REF-00074,sup-040,wh-001,2025-10-15,2025-10-18,2025-10-19,58,44,Delivered
PO-0041389,PAC-SHI-00172,sup-057,str-001,2026-05-13,2026-06-14,2026-06-14,431,82,Delivered
PO-0041390,SER-SOL-00097,sup-164,wh-001,2025-11-22,2025-12-11,2025-12-11,407,368,Delivered
PO-0041391,BEA-COS-00005,sup-064,wh-001,2026-04-19,2026-05-16,2026-05-16,123,100,Delivered
PO-0041392,BEV-GEN-00505,sup-065,wh-001,2026-07-06,2026-07-19,2026-07-19,341,273,Delivered
PO-0041393,PAR-CEL-00015,sup-164,str-001,2026-09-03,2026-10-02,,59,,In-Transit
PO-0041394,JEW-GEN-00099,sup-110,wh-001,2026-05-26,2026-06-18,2026-06-18,90,84,Delivered
PO-0041395,SLE-WEL-00208,sup-130,str-001,2026-06-10,2026-07-03,2026-07-03,126,58,Delivered
PO-0041396,FRO-REA-00094,sup-123,wh-001,2026-02-16,2026-02-25,2026-02-25,465,414,Delivered
PO-0041397,BAB-MAT-00646,sup-113,str-001,2026-09-10,2026-10-22,,275,,In-Transit
PO-0041398,GRO-FOO-01677,sup-093,wh-001,2026-07-28,2026-08-12,2026-08-12,451,418,Delivered
PO-0041399,AUT-GEN-00171,sup-064,wh-001,2026-08-03,2026-09-02,2026-09-02,265,217,Delivered
PO-0041400,GRO-FOO-00953,sup-181,wh-001,2025-10-02,2025-10-17,2025-10-17,122,89,Delivered
PO-0041401,FAS-ACC-00763,sup-151,wh-001,2025-12-29,2026-02-04,2026-02-04,136,107,Delivered
PO-0041402,GRO-FOO-01332,sup-117,wh-001,2025-12-02,2025-12-17,2025-12-17,220,215,Delivered
PO-0041403,HEA-WEL-00311,sup-182,wh-001,2025-12-27,2026-01-14,2026-01-14,498,469,Delivered
PO-0041404,APP-MEN-01135,sup-059,wh-001,2026-08-01,2026-08-15,2026-08-15,468,395,Delivered
PO-0041405,GRO-FOO-01529,sup-011,str-001,2025-11-20,2025-12-05,2025-12-05,458,412,Delivered
PO-0041406,KIT-DIN-01182,sup-039,str-001,2025-11-04,2025-12-01,2025-12-01,292,263,Delivered
PO-0041407,MEA-SEA-00768,sup-183,wh-001,2026-03-28,2026-03-30,2026-03-30,123,110,Delivered
PO-0041408,TRA-PRO-00302,sup-143,str-001,2026-07-30,2026-09-07,2026-09-07,187,154,Delivered
PO-0041409,REG-CON-00110,sup-135,wh-001,2026-04-15,2026-05-18,2026-05-18,99,79,Delivered
PO-0041410,SOL-SUS-00222,sup-013,wh-001,2025-12-25,2026-02-01,2026-02-01,161,151,Delivered
PO-0041411,BOO-GEN-00138,sup-017,wh-001,2026-01-23,2026-02-07,2026-02-07,314,301,Delivered
PO-0041412,OFF-BUS-00480,sup-113,str-001,2025-12-07,2026-01-04,2026-01-04,299,105,Delivered
PO-0041413,DAI-REF-00207,sup-114,str-001,2026-01-12,2026-01-15,2026-01-18,203,170,Delivered
PO-0041414,SMA-HOM-00246,sup-194,wh-001,2026-07-28,2026-10-20,,51,,In-Transit
PO-0041415,MUS-INS-00200,sup-017,str-001,2026-06-20,2026-07-18,2026-07-18,500,487,Delivered
PO-0041416,FOO-BEV-00437,sup-174,wh-001,2026-05-18,2026-05-20,2026-05-20,124,51,Delivered
PO-0041417,GRO-FOO-01764,sup-065,wh-001,2026-08-15,2026-08-30,2026-08-30,91,41,Delivered
PO-0041418,SER-SOL-00472,sup-122,str-001,2026-03-09,2026-03-28,2026-03-28,78,67,Delivered
PO-0041419,REG-CON-00223,sup-127,str-001,2025-12-15,2026-01-17,2026-01-17,296,292,Delivered
PO-0041420,FAS-ACC-00439,sup-010,wh-001,2026-01-03,2026-02-09,2026-02-09,387,377,Delivered
PO-0041421,PER-CAR-00542,sup-039,wh-001,2026-07-23,2026-08-17,2026-08-17,117,101,Delivered
PO-0041422,HOB-ART-00528,sup-013,str-001,2025-12-25,2026-01-19,2026-01-19,169,159,Delivered
PO-0041423,SPE-PRO-00209,sup-185,wh-001,2026-06-20,2026-08-04,2026-08-04,457,402,Delivered
PO-0041424,BAG-LUG-00321,sup-190,wh-001,2025-09-19,2025-10-05,2025-10-16,56,55,Delivered
PO-0041425,STA-OFF-00151,sup-127,str-001,2026-04-25,2026-06-02,2026-06-02,472,226,Delivered
PO-0041426,APP-MEN-00048,sup-111,str-001,2026-08-09,2026-08-23,2026-08-23,94,92,Delivered
PO-0041427,PAR-CEL-00509,sup-035,wh-001,2026-04-22,2026-05-21,2026-05-31,97,75,Delivered
PO-0041428,HAR-HOM-00437,sup-039,wh-001,2026-08-25,2026-09-25,,468,,In-Transit
PO-0041429,APP-WOM-00467,sup-010,str-001,2025-10-25,2025-11-17,2025-11-17,265,253,Delivered
PO-0041430,FUR-GEN-00410,sup-054,wh-001,2026-04-23,2026-06-01,2026-06-01,193,184,Delivered
PO-0041431,SEW-TEX-00182,sup-035,wh-001,2025-12-18,2026-01-05,2026-01-06,189,134,Delivered
PO-0041432,APP-WOM-00143,sup-107,wh-001,2026-03-05,2026-03-28,2026-03-28,375,336,Delivered
PO-0041433,AUT-GEN-00845,sup-064,wh-001,2025-09-23,2025-10-23,2025-10-23,154,32,Delivered
PO-0041434,GIF-LIF-00084,sup-099,str-001,2025-12-28,2026-01-12,2026-01-12,458,397,Delivered
PO-0041435,HEA-WEL-00314,sup-064,wh-001,2025-12-14,2026-01-01,2026-01-01,72,8,Delivered
PO-0041436,GRO-FOO-00069,sup-121,wh-001,2025-09-22,2025-10-07,2025-10-07,201,153,Delivered
PO-0041437,BOO-GEN-00028,sup-099,str-001,2026-01-09,2026-01-24,2026-01-24,147,134,Delivered
PO-0041438,GRO-FOO-00072,sup-068,str-001,2026-07-19,2026-08-03,2026-08-03,254,250,Delivered
PO-0041439,PLU-BUI-00179,sup-025,str-001,2026-06-14,2026-07-21,2026-07-21,200,193,Delivered
PO-0041440,GRO-FOO-01689,sup-050,wh-001,2026-04-05,2026-04-20,2026-04-20,229,218,Delivered
PO-0041441,GRO-FOO-01842,sup-020,wh-001,2026-06-24,2026-07-09,2026-07-09,484,470,Delivered
PO-0041442,FUR-GEN-00276,sup-090,str-001,2026-08-28,2026-10-06,,432,,In-Transit
PO-0041443,HAR-HOM-00542,sup-064,str-001,2026-03-25,2026-04-25,2026-04-25,208,164,Delivered
PO-0041444,CON-ELE-00506,sup-145,str-001,2025-09-16,2025-10-25,2025-11-04,70,62,Delivered
PO-0041445,MEA-SEA-00791,sup-032,wh-001,2026-04-19,2026-04-21,2026-04-21,91,80,Delivered
PO-0041446,BAG-LUG-00350,sup-154,wh-001,2026-08-16,2026-09-01,2026-09-12,88,71,Delivered
PO-0041447,HEA-WEL-00548,sup-188,str-001,2025-12-03,2025-12-21,2025-12-21,475,469,Delivered
PO-0041448,BOO-GEN-00316,sup-130,wh-001,2026-09-09,2026-09-24,,489,,In-Transit
PO-0041449,GRO-FOO-01205,sup-044,str-001,2026-08-27,2026-09-11,2026-09-11,418,326,Delivered
PO-0041450,BOO-GEN-00097,sup-185,wh-001,2026-08-29,2026-09-13,2026-09-13,162,142,Delivered
PO-0041451,APP-MEN-00073,sup-144,str-001,2026-05-23,2026-06-06,2026-06-06,130,117,Delivered
PO-0041452,ART-DEC-00162,sup-188,wh-001,2025-12-24,2026-01-18,2026-01-18,354,322,Delivered
PO-0041453,PRE-LUX-00243,sup-057,str-001,2026-03-19,2026-04-22,2026-04-26,434,416,Delivered
PO-0041454,FRE-PRO-00789,sup-082,str-001,2026-04-27,2026-04-28,2026-04-28,420,399,Delivered
PO-0041455,HOM-FUR-00452,sup-035,wh-001,2026-06-26,2026-08-10,2026-08-10,219,160,Delivered
PO-0041456,ENT-EXP-00071,sup-066,str-001,2026-02-18,2026-03-04,2026-03-04,445,367,Delivered
PO-0041457,APP-MEN-01142,sup-146,str-001,2026-03-11,2026-03-25,2026-03-25,345,308,Delivered
PO-0041458,SPO-FIT-00771,sup-164,str-001,2026-07-29,2026-09-10,2026-09-21,433,389,Delivered
PO-0041459,JEW-GEN-00309,sup-099,wh-001,2026-01-03,2026-01-26,2026-01-26,163,142,Delivered
PO-0041460,MEA-SEA-00767,sup-036,wh-001,2026-09-10,2026-09-12,2026-09-12,431,401,Delivered
PO-0041461,FRE-PRO-01303,sup-115,str-001,2026-01-31,2026-02-01,2026-02-05,367,334,Delivered
PO-0041462,TOY-GEN-00686,sup-127,str-001,2025-10-05,2025-11-19,2025-11-19,74,71,Delivered
PO-0041463,REL-CUL-00292,sup-153,wh-001,2026-09-01,2026-09-28,,120,,In-Transit
PO-0041464,SPO-FIT-00136,sup-188,wh-001,2026-03-05,2026-04-17,2026-04-17,272,251,Delivered
PO-0041465,GRO-FOO-02380,sup-138,str-001,2025-12-13,2025-12-28,2025-12-28,199,160,Delivered
PO-0041466,GRO-FOO-00576,sup-175,wh-001,2026-02-15,2026-03-02,2026-03-02,329,274,Delivered
PO-0041467,ENT-EXP-00109,sup-172,wh-001,2026-05-09,2026-05-23,2026-05-23,260,80,Delivered
PO-0041468,GRO-FOO-01089,sup-126,str-001,2026-01-07,2026-01-22,2026-01-22,331,327,Delivered
PO-0041469,BAB-MAT-00482,sup-054,str-001,2025-12-23,2026-02-03,2026-02-03,71,70,Delivered
PO-0041470,FUR-GEN-00115,sup-088,str-001,2026-04-29,2026-06-07,2026-06-07,311,293,Delivered
PO-0041471,KIT-DIN-01031,sup-048,str-001,2026-01-27,2026-02-23,2026-02-23,75,71,Delivered
PO-0041472,HOM-FUR-00669,sup-071,str-001,2026-05-14,2026-06-28,2026-06-28,309,265,Delivered
PO-0041473,APP-CHI-01000,sup-059,wh-001,2026-05-16,2026-06-14,2026-06-14,282,222,Delivered
PO-0041474,KIT-DIN-00313,sup-173,wh-001,2025-09-30,2025-10-27,2025-10-27,290,231,Delivered
PO-0041475,SLE-WEL-00190,sup-071,str-001,2026-07-07,2026-07-30,2026-08-08,411,358,Delivered
PO-0041476,FES-SEA-00618,sup-164,str-001,2025-09-18,2025-10-07,2025-10-07,428,372,Delivered
PO-0041477,OFF-BUS-00350,sup-088,str-001,2025-09-25,2025-10-23,2025-10-23,346,340,Delivered
PO-0041478,GIF-LIF-00084,sup-099,wh-001,2026-01-23,2026-02-07,2026-02-18,244,219,Delivered
PO-0041479,STA-OFF-00715,sup-089,str-001,2026-04-03,2026-05-11,2026-05-11,500,375,Delivered
PO-0041480,APP-CHI-00304,sup-107,wh-001,2026-03-27,2026-04-25,2026-04-25,85,69,Delivered
PO-0041481,BAK-CON-00490,sup-077,str-001,2026-04-19,2026-04-20,2026-04-20,79,59,Delivered
PO-0041482,SPO-FIT-00041,sup-048,str-001,2026-02-07,2026-03-22,2026-03-23,379,151,Delivered
PO-0041483,GAR-OUT-00590,sup-106,str-001,2026-07-28,2026-08-22,2026-08-22,293,288,Delivered
PO-0041484,SER-SOL-00513,sup-089,str-001,2026-01-29,2026-02-17,2026-02-17,188,139,Delivered
PO-0041485,REG-CON-00197,sup-013,str-001,2025-10-26,2025-11-28,2025-11-28,420,406,Delivered
PO-0041486,PAP-DIS-00270,sup-048,wh-001,2025-11-21,2025-12-27,2025-12-27,483,472,Delivered
PO-0041487,FRE-PRO-00693,sup-129,str-001,2025-10-06,2025-10-07,2025-10-07,371,70,Delivered
PO-0041488,APP-WOM-00016,sup-069,str-001,2026-01-09,2026-02-01,2026-02-10,341,282,Delivered
PO-0041489,APP-CHI-00427,sup-111,wh-001,2025-11-21,2025-12-20,2025-12-20,386,368,Delivered
PO-0041490,ENT-MED-00114,sup-013,str-001,2026-03-12,2026-04-02,2026-04-02,195,182,Delivered
PO-0041491,PLU-BUI-00262,sup-094,str-001,2026-04-16,2026-05-23,2026-05-23,62,57,Delivered
PO-0041492,MEA-SEA-00657,sup-161,wh-001,2026-02-21,2026-02-23,2026-02-23,136,135,Delivered
PO-0041493,STA-OFF-00046,sup-089,str-001,2026-01-28,2026-03-07,2026-03-14,120,86,Delivered
PO-0041494,HOM-APP-00636,sup-148,str-001,2026-03-16,2026-06-01,2026-06-01,437,365,Delivered
PO-0041495,SEW-TEX-00252,sup-106,str-001,2026-07-23,2026-08-10,2026-08-10,479,458,Delivered
PO-0041496,BAB-MAT-00093,sup-013,str-001,2025-10-13,2025-11-24,2025-11-24,184,182,Delivered
PO-0041497,BEV-GEN-00139,sup-168,str-001,2026-07-02,2026-07-15,2026-07-15,409,316,Delivered
PO-0041498,GAM-PUZ-00099,sup-153,wh-001,2026-09-14,2026-10-07,,363,,In-Transit
PO-0041499,OFF-BUS-00125,sup-153,str-001,2026-04-20,2026-05-18,2026-05-18,62,54,Delivered
PO-0041500,GRO-FOO-00087,sup-192,wh-001,2025-10-18,2025-11-02,2025-11-02,233,65,Delivered
PO-0041501,COM-MOB-00559,sup-058,wh-001,2026-03-07,2026-05-02,2026-05-02,362,286,Delivered
PO-0041502,PET-PET-00235,sup-121,str-001,2025-12-30,2026-01-15,2026-01-16,430,348,Delivered
PO-0041503,SPO-FIT-00545,sup-125,wh-001,2025-09-24,2025-11-06,2025-11-06,124,118,Delivered
PO-0041504,HOU-CLE-00464,sup-090,wh-001,2026-05-14,2026-06-25,2026-06-25,325,256,Delivered
